,Repository,LOC,LLOC,SLOC,Comments,Single Comments,Multi,Blank,(C%L),(C%S),(C+M%L)
2214,carla-apollo,518,309,336,32,33,5,144,6%,10%,7%
2215,carla-apollo,153,94,111,6,6,5,31,4%,5%,7%
2216,carla-apollo,128,56,58,41,41,0,29,32%,71%,32%
2217,carla-apollo,305,182,234,34,33,0,38,11%,15%,11%
2218,carla-apollo,153,82,117,8,8,0,28,5%,7%,5%
2219,carla-apollo,76,29,50,11,11,0,15,14%,22%,14%
2220,carla-apollo,352,159,223,62,63,11,55,18%,28%,21%
2221,carla-apollo,865,592,661,70,66,6,132,8%,11%,9%
2222,carla-apollo,326,150,249,48,28,4,45,15%,19%,16%
2223,carla-apollo,134,70,67,28,28,13,26,21%,42%,31%
2224,carla-apollo,80,35,58,6,6,0,16,8%,10%,8%
2225,carla-apollo,63,35,38,6,6,0,19,10%,16%,10%
2226,carla-apollo,399,257,225,25,25,71,78,6%,11%,24%
2227,carla-apollo,1640,1036,1079,156,224,26,311,10%,14%,11%
2228,carla-apollo,846,559,608,69,112,0,126,8%,11%,8%
2229,carla-apollo,101,35,75,9,9,0,17,9%,12%,9%
2230,carla-apollo,207,125,142,10,10,7,48,5%,7%,8%
2231,carla-apollo,144,71,90,15,16,5,33,10%,17%,14%
2232,carla-apollo,78,30,57,6,6,0,15,8%,11%,8%
2233,carla-apollo,1198,809,927,101,94,33,144,8%,11%,11%
2234,carla-apollo,1187,804,920,94,89,33,145,8%,10%,11%
2235,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2236,carla-apollo,878,596,667,62,58,21,132,7%,9%,9%
2237,carla-apollo,738,563,565,27,25,45,103,4%,5%,10%
2238,carla-apollo,416,274,288,80,76,0,52,19%,28%,19%
2239,carla-apollo,284,171,223,17,17,5,39,6%,8%,8%
2240,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2241,carla-apollo,163,69,60,8,9,54,40,5%,13%,38%
2242,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2243,carla-apollo,74,35,31,13,12,14,17,18%,42%,36%
2244,carla-apollo,232,107,100,8,9,80,43,3%,8%,38%
2245,carla-apollo,387,240,259,8,6,78,44,2%,3%,22%
2246,carla-apollo,332,172,177,28,27,70,58,8%,16%,30%
2247,carla-apollo,128,65,65,14,12,26,25,11%,22%,31%
2248,carla-apollo,40,31,27,2,6,0,7,5%,7%,5%
2249,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2250,carla-apollo,79,37,31,6,7,30,11,8%,19%,46%
2251,carla-apollo,234,110,108,11,10,68,48,5%,10%,34%
2252,carla-apollo,426,201,226,27,27,94,79,6%,12%,28%
2253,carla-apollo,244,122,130,16,15,51,48,7%,12%,27%
2254,carla-apollo,151,59,83,20,10,35,23,13%,24%,36%
2255,carla-apollo,154,88,98,8,7,31,18,5%,8%,25%
2256,carla-apollo,91,33,37,8,8,29,17,9%,22%,41%
2257,carla-apollo,76,12,15,21,21,28,12,28%,140%,64%
2258,carla-apollo,288,147,181,15,11,55,41,5%,8%,24%
2259,carla-apollo,41,7,8,7,7,19,7,17%,88%,63%
2260,carla-apollo,67,36,30,7,7,18,12,10%,23%,37%
2261,carla-apollo,115,48,57,7,7,33,18,6%,12%,35%
2262,carla-apollo,92,35,33,8,8,38,13,9%,24%,50%
2263,carla-apollo,88,26,27,7,7,39,15,8%,26%,52%
2264,carla-apollo,85,28,30,7,7,33,15,8%,23%,47%
2265,carla-apollo,487,271,307,45,45,56,79,9%,15%,21%
2266,carla-apollo,92,38,36,9,8,33,15,10%,25%,46%
2267,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2268,carla-apollo,92,39,38,7,7,32,15,8%,18%,42%
2269,carla-apollo,149,65,60,16,14,50,25,11%,27%,44%
2270,carla-apollo,472,146,195,33,31,168,78,7%,17%,43%
2271,carla-apollo,99,39,47,9,9,30,13,9%,19%,39%
2272,carla-apollo,111,41,46,7,7,41,17,6%,15%,43%
2273,carla-apollo,48,7,9,7,7,23,9,15%,78%,62%
2274,carla-apollo,89,28,29,9,9,33,18,10%,31%,47%
2275,carla-apollo,114,32,33,7,7,54,20,6%,21%,54%
2276,carla-apollo,63,19,14,12,12,23,14,19%,86%,56%
2277,carla-apollo,191,63,81,14,14,58,38,7%,17%,38%
2278,carla-apollo,106,45,37,7,7,45,17,7%,19%,49%
2279,carla-apollo,72,12,15,17,17,28,12,24%,113%,62%
2280,carla-apollo,104,43,46,7,7,30,21,7%,15%,36%
2281,carla-apollo,335,173,191,10,9,85,50,3%,5%,28%
2282,carla-apollo,74,23,22,13,13,24,15,18%,59%,50%
2283,carla-apollo,73,26,27,9,8,26,12,12%,33%,48%
2284,carla-apollo,425,273,331,20,19,21,54,5%,6%,10%
2285,carla-apollo,66,21,22,8,8,26,10,12%,36%,52%
2286,carla-apollo,68,27,32,8,8,11,17,12%,25%,28%
2287,carla-apollo,392,228,273,35,31,29,59,9%,13%,16%
2288,carla-apollo,44,24,27,7,7,0,10,16%,26%,16%
2289,carla-apollo,18,7,7,7,7,0,4,39%,100%,39%
2290,carla-apollo,52,31,31,9,8,0,13,17%,29%,17%
2291,carla-apollo,17,6,6,7,7,0,4,41%,117%,41%
2292,carla-apollo,81,45,45,13,12,0,24,16%,29%,16%
2293,carla-apollo,375,134,131,7,7,153,84,2%,5%,43%
2294,carla-apollo,0,0,0,0,0,0,0,0%,0%,0%
2295,Self_driving_Cars,67,43,45,1,1,0,21,1%,2%,1%
2296,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,88,72,71,1,1,0,16,1%,1%,1%
2297,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,95,67,67,17,17,0,11,18%,25%,18%
2298,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,38,26,26,1,1,0,11,3%,4%,3%
2299,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,32,23,23,1,1,0,8,3%,4%,3%
2300,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,32,23,23,1,1,0,8,3%,4%,3%
2301,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,142,114,113,11,11,0,18,8%,10%,8%
2302,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,32,23,23,1,1,0,8,3%,4%,3%
2303,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,42,33,33,5,5,0,4,12%,15%,12%
2304,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,129,56,56,39,39,0,34,30%,70%,30%
2305,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,148,62,71,44,44,0,33,30%,62%,30%
2306,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,115,50,59,30,30,0,26,26%,51%,26%
2307,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,115,92,91,8,8,0,16,7%,9%,7%
2308,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,69,50,50,13,13,0,6,19%,26%,19%
2309,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,138,117,116,5,5,0,17,4%,4%,4%
2310,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,32,23,23,1,1,0,8,3%,4%,3%
2311,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,115,94,93,6,6,0,16,5%,6%,5%
2312,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,91,65,65,15,15,0,11,16%,23%,16%
2313,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,130,57,57,39,39,0,34,30%,68%,30%
2314,VoxFormer,263,139,212,26,26,0,25,10%,12%,10%
2315,VoxFormer,261,137,195,40,39,0,27,15%,21%,15%
2316,VoxFormer,0,0,0,0,0,0,0,0%,0%,0%
2317,VoxFormer,3,3,3,0,0,0,0,0%,0%,0%
2318,VoxFormer,7,6,6,0,0,0,1,0%,0%,0%
2319,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2320,VoxFormer,254,135,166,21,18,37,33,8%,13%,23%
2321,VoxFormer,3,2,2,1,1,0,0,33%,50%,33%
2322,VoxFormer,178,80,82,52,50,26,20,29%,63%,44%
2323,VoxFormer,67,15,48,5,5,8,6,7%,10%,19%
2324,VoxFormer,200,86,158,27,22,0,20,14%,17%,14%
2325,VoxFormer,95,54,69,7,7,8,11,7%,10%,16%
2326,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2327,VoxFormer,203,156,167,31,6,3,27,15%,19%,17%
2328,VoxFormer,45,20,28,7,5,0,12,16%,25%,16%
2329,VoxFormer,3,3,3,0,0,0,0,0%,0%,0%
2330,VoxFormer,133,85,97,11,9,3,24,8%,11%,11%
2331,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2332,VoxFormer,14,9,9,0,0,0,5,0%,0%,0%
2333,VoxFormer,2,2,2,0,0,0,0,0%,0%,0%
2334,VoxFormer,170,81,104,10,12,33,21,6%,10%,25%
2335,VoxFormer,366,174,228,75,51,17,70,20%,33%,25%
2336,VoxFormer,278,112,161,20,21,58,38,7%,12%,28%
2337,VoxFormer,163,45,84,5,5,52,22,3%,6%,35%
2338,VoxFormer,4,4,4,0,0,0,0,0%,0%,0%
2339,VoxFormer,403,168,236,17,19,105,43,4%,7%,30%
2340,VoxFormer,395,134,244,21,20,82,49,5%,9%,26%
2341,VoxFormer,253,95,160,12,8,59,26,5%,8%,28%
2342,VoxFormer,193,90,142,13,12,15,24,7%,9%,15%
2343,VoxFormer,89,54,60,10,11,0,18,11%,17%,11%
2344,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2345,VoxFormer,503,276,311,28,21,86,85,6%,9%,23%
2346,VoxFormer,7,4,6,0,0,0,1,0%,0%,0%
2347,VoxFormer,146,65,102,8,8,17,19,5%,8%,17%
2348,VoxFormer,279,152,173,16,14,44,48,6%,9%,22%
2349,VoxFormer,4,3,3,0,0,0,1,0%,0%,0%
2350,VoxFormer,110,57,71,7,7,16,16,6%,10%,21%
2351,VoxFormer,7,4,4,0,0,0,3,0%,0%,0%
2352,VoxFormer,41,22,27,6,6,0,8,15%,22%,15%
2353,VoxFormer,2,1,1,0,0,0,1,0%,0%,0%
2354,VoxFormer,20,21,19,0,0,0,1,0%,0%,0%
2355,VoxFormer,13,8,8,0,0,0,5,0%,0%,0%
2356,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2357,VoxFormer,1,1,1,0,0,0,0,0%,0%,0%
2358,VoxFormer,131,66,77,7,7,27,20,5%,9%,26%
2359,VoxFormer,18,8,13,5,5,0,0,28%,38%,28%
2360,VoxFormer,211,35,200,1,1,0,10,0%,0%,0%
2361,VoxFormer,211,35,200,1,1,0,10,0%,0%,0%
2362,VoxFormer,130,33,110,11,4,0,16,8%,10%,8%
2363,VoxFormer,239,129,127,35,30,23,59,15%,28%,24%
2364,VoxFormer,156,88,125,6,2,9,20,4%,5%,10%
2365,VoxFormer,364,197,213,61,52,12,87,17%,29%,20%
2366,VoxFormer,50,41,38,3,3,0,9,6%,8%,6%
2367,VoxFormer,174,98,76,22,19,50,29,13%,29%,41%
2368,VoxFormer,117,72,70,13,13,8,26,11%,19%,18%
2369,VoxFormer,54,41,43,0,0,0,11,0%,0%,0%
2370,VoxFormer,8,3,7,0,0,0,1,0%,0%,0%
2371,VoxFormer,341,236,258,23,16,0,67,7%,9%,7%
2372,VoxFormer,72,50,48,6,4,8,12,8%,12%,19%
2373,VoxFormer,71,27,25,20,20,13,13,28%,80%,46%
2374,VoxFormer,3,3,3,0,0,0,0,0%,0%,0%
2375,VoxFormer,85,29,36,33,33,0,16,39%,92%,39%
2376,VoxFormer,148,117,115,3,3,0,30,2%,3%,2%
2377,VoxFormer,209,128,161,2,1,0,47,1%,1%,1%
2378,VoxFormer,158,96,116,1,1,0,41,1%,1%,1%
2379,VoxFormer,9,5,7,1,1,0,1,11%,14%,11%
2380,VoxFormer,286,135,207,37,28,0,51,13%,18%,13%
2381,Trajectory-Detection-Web-services,59,30,43,1,0,9,7,2%,2%,17%
2382,Trajectory-Detection-Web-services,29,28,28,2,1,0,0,7%,7%,7%
2383,Trajectory-Detection-Web-services,17,15,15,0,0,0,2,0%,0%,0%
2384,Trajectory-Detection-Web-services,36,26,26,0,0,0,10,0%,0%,0%
2385,Trajectory-Detection-Web-services,5,5,5,0,0,0,0,0%,0%,0%
2386,Trajectory-Detection-Web-services,178,131,142,3,3,7,26,2%,2%,6%
2387,Trajectory-Detection-Web-services,100,51,52,37,36,0,12,37%,71%,37%
2388,mobinha,5,4,4,0,0,0,1,0%,0%,0%
2389,mobinha,31,17,17,3,3,0,11,10%,18%,10%
2390,mobinha,183,122,130,43,11,0,42,23%,33%,23%
2391,mobinha,74,51,55,3,2,0,17,4%,5%,4%
2392,mobinha,29,19,19,1,1,0,9,3%,5%,3%
2393,mobinha,167,106,110,29,15,0,42,17%,26%,17%
2394,mobinha,177,141,149,19,7,0,21,11%,13%,11%
2395,mobinha,31,24,24,2,2,0,5,6%,8%,6%
2396,mobinha,39,27,27,1,1,0,11,3%,4%,3%
2397,mobinha,452,350,358,37,17,6,71,8%,10%,10%
2398,mobinha,72,59,61,0,0,0,11,0%,0%,0%
2399,mobinha,67,48,53,2,2,0,12,3%,4%,3%
2400,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2401,mobinha,88,71,72,1,1,0,15,1%,1%,1%
2402,mobinha,606,216,507,38,16,0,83,6%,7%,6%
2403,mobinha,115,83,94,2,2,0,19,2%,2%,2%
2404,mobinha,71,60,62,0,0,0,9,0%,0%,0%
2405,mobinha,192,139,147,32,19,0,26,17%,22%,17%
2406,mobinha,205,18,187,49,0,0,18,24%,26%,24%
2407,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2408,mobinha,44,33,33,0,0,0,11,0%,0%,0%
2409,mobinha,135,101,101,4,2,0,32,3%,4%,3%
2410,mobinha,208,145,145,12,9,0,54,6%,8%,6%
2411,mobinha,49,28,27,9,4,4,14,18%,33%,27%
2412,mobinha,364,256,280,24,21,0,63,7%,9%,7%
2413,mobinha,114,92,95,2,1,0,18,2%,2%,2%
2414,mobinha,204,146,159,17,9,0,36,8%,11%,8%
2415,mobinha,171,132,137,12,9,0,25,7%,9%,7%
2416,mobinha,207,183,181,8,5,0,21,4%,4%,4%
2417,mobinha,208,185,183,8,5,0,20,4%,4%,4%
2418,mobinha,199,176,174,8,5,0,20,4%,5%,4%
2419,mobinha,206,97,94,97,94,0,18,47%,103%,47%
2420,mobinha,187,152,150,19,15,0,22,10%,13%,10%
2421,mobinha,203,180,178,8,5,0,20,4%,4%,4%
2422,mobinha,171,152,150,6,3,0,18,4%,4%,4%
2423,mobinha,171,151,149,7,4,0,18,4%,5%,4%
2424,mobinha,187,152,150,19,15,0,22,10%,13%,10%
2425,mobinha,178,153,152,6,5,0,21,3%,4%,3%
2426,mobinha,186,160,159,6,5,0,22,3%,4%,3%
2427,mobinha,48,19,19,26,21,0,8,54%,137%,54%
2428,mobinha,27,3,18,5,5,0,4,19%,28%,19%
2429,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2430,mobinha,126,87,91,9,5,0,30,7%,10%,7%
2431,mobinha,219,132,142,22,4,25,48,10%,15%,21%
2432,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2433,mobinha,436,318,316,19,13,0,107,4%,6%,4%
2434,mobinha,53,43,44,0,0,0,9,0%,0%,0%
2435,mobinha,33,27,26,0,0,0,7,0%,0%,0%
2436,mobinha,128,89,98,0,0,0,30,0%,0%,0%
2437,mobinha,258,171,163,7,4,35,56,3%,4%,16%
2438,mobinha,107,80,91,0,0,0,16,0%,0%,0%
2439,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2440,mobinha,576,385,401,52,50,0,125,9%,13%,9%
2441,mobinha,40,19,24,3,3,0,13,8%,12%,8%
2442,mobinha,126,88,92,8,4,0,30,6%,9%,6%
2443,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2444,mobinha,53,43,44,0,0,0,9,0%,0%,0%
2445,mobinha,34,28,27,0,0,0,7,0%,0%,0%
2446,mobinha,128,89,98,0,0,0,30,0%,0%,0%
2447,mobinha,258,171,163,7,4,35,56,3%,4%,16%
2448,mobinha,20,9,10,6,6,0,4,30%,60%,30%
2449,mobinha,350,1,350,0,0,0,0,0%,0%,0%
2450,mobinha,56,41,45,1,1,0,10,2%,2%,2%
2451,mobinha,165,114,138,24,0,0,27,15%,17%,15%
2452,mobinha,128,100,108,3,1,0,19,2%,3%,2%
2453,mobinha,3,3,3,0,0,0,0,0%,0%,0%
2454,mobinha,118,161,87,4,1,0,30,3%,5%,3%
2455,mobinha,13,14,8,1,1,0,4,8%,12%,8%
2456,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2457,mobinha,6,6,4,0,0,0,2,0%,0%,0%
2458,mobinha,26,31,18,0,0,0,8,0%,0%,0%
2459,mobinha,52,70,38,2,0,0,14,4%,5%,4%
2460,mobinha,24,20,20,0,0,0,4,0%,0%,0%
2461,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2462,mobinha,732,537,627,5,4,0,101,1%,1%,1%
2463,mobinha,596,441,450,36,33,0,113,6%,8%,6%
2464,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2465,mobinha,52,43,44,0,0,0,8,0%,0%,0%
2466,mobinha,191,146,147,5,5,4,35,3%,3%,5%
2467,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2468,mobinha,40,3,38,1,0,0,2,2%,3%,2%
2469,mobinha,22,3,20,0,0,0,2,0%,0%,0%
2470,mobinha,23,3,21,2,0,0,2,9%,10%,9%
2471,mobinha,3,1,3,0,0,0,0,0%,0%,0%
2472,mobinha,112,87,86,1,0,4,22,1%,1%,4%
2473,mobinha,51,37,37,3,3,0,11,6%,8%,6%
2474,mobinha,185,151,151,10,6,0,28,5%,7%,5%
2475,mobinha,91,70,70,3,2,0,19,3%,4%,3%
2476,mobinha,170,119,135,12,5,0,30,7%,9%,7%
2477,mobinha,81,64,67,0,0,0,14,0%,0%,0%
2478,mobinha,77,64,65,0,0,0,12,0%,0%,0%
2479,mobinha,192,156,156,18,8,0,28,9%,12%,9%
2480,mobinha,279,174,183,61,47,0,49,22%,33%,22%
2481,mobinha,64,37,45,2,2,0,17,3%,4%,3%
2482,mobinha,325,161,155,74,69,38,63,23%,48%,34%
2483,mobinha,250,165,159,29,28,11,52,12%,18%,16%
2484,mobinha,220,161,155,28,25,0,40,13%,18%,13%
2485,mobinha,92,59,69,9,4,0,19,10%,13%,10%
2486,mobinha,457,302,312,49,49,8,88,11%,16%,12%
2487,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2488,mobinha,453,309,317,44,44,8,84,10%,14%,11%
2489,mobinha,116,73,82,14,13,0,21,12%,17%,12%
2490,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2491,mobinha,303,214,224,49,27,0,52,16%,22%,16%
2492,mobinha,258,236,236,1,1,0,21,0%,0%,0%
2493,mobinha,321,193,169,91,87,4,61,28%,54%,30%
2494,mobinha,238,204,167,27,17,19,35,11%,16%,19%
2495,mobinha,12,8,8,1,1,0,3,8%,12%,8%
2496,mobinha,226,190,178,9,6,0,42,4%,5%,4%
2497,mobinha,195,164,177,2,1,0,17,1%,1%,1%
2498,mobinha,94,69,69,8,5,0,20,9%,12%,9%
2499,mobinha,53,40,40,1,1,0,12,2%,2%,2%
2500,mobinha,53,45,45,1,1,0,7,2%,2%,2%
2501,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2502,mobinha,48,35,35,1,0,0,13,2%,3%,2%
2503,mobinha,29,15,24,2,1,0,4,7%,8%,7%
2504,mobinha,65,44,50,2,2,0,13,3%,4%,3%
2505,mobinha,83,68,69,1,0,0,14,1%,1%,1%
2506,mobinha,84,29,29,46,41,0,14,55%,159%,55%
2507,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2508,mobinha,133,98,104,5,3,0,26,4%,5%,4%
2509,mobinha,52,20,19,5,5,21,7,10%,26%,50%
2510,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2511,mobinha,94,71,72,1,1,0,21,1%,1%,1%
2512,mobinha,18,16,16,0,0,0,2,0%,0%,0%
2513,mobinha,55,36,37,5,4,0,14,9%,14%,9%
2514,mobinha,218,132,141,22,4,25,48,10%,16%,22%
2515,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2516,mobinha,311,208,221,41,16,0,74,13%,19%,13%
2517,mobinha,247,164,156,7,4,35,52,3%,4%,17%
2518,mobinha,37,27,27,1,1,0,9,3%,4%,3%
2519,mobinha,91,68,68,2,1,0,22,2%,3%,2%
2520,mobinha,89,67,67,7,5,0,17,8%,10%,8%
2521,mobinha,120,88,88,6,4,0,28,5%,7%,5%
2522,mobinha,218,132,141,22,4,25,48,10%,16%,22%
2523,mobinha,0,0,0,0,0,0,0,0%,0%,0%
2524,mobinha,313,210,223,41,16,0,74,13%,18%,13%
2525,mobinha,247,164,156,7,4,35,52,3%,4%,17%
2526,PathPlanning-withGeneticAI,73,53,53,13,13,0,7,18%,25%,18%
2527,PathPlanning-withGeneticAI,28,14,14,9,9,0,5,32%,64%,32%
2528,PathPlanning-withGeneticAI,152,100,100,32,31,0,21,21%,32%,21%
2529,PathPlanning-withGeneticAI,74,55,55,11,11,0,8,15%,20%,15%
2530,PIDNet,198,122,126,43,15,16,41,22%,34%,30%
2531,PIDNet,200,122,125,29,28,4,43,14%,23%,16%
2532,PIDNet,65,38,35,2,2,9,19,3%,6%,17%
2533,Autonomous-Vehicle-Steering-using-YOLO-4,126,104,111,2,2,0,13,2%,2%,2%
2534,Autonomous-Vehicle-Steering-using-YOLO-4,127,105,112,2,2,0,13,2%,2%,2%
2535,Autonomous-Vehicle-Steering-using-YOLO-4,109,82,89,6,6,0,14,6%,7%,6%
2536,Road_sign_recognition,19,14,14,2,2,0,3,11%,14%,11%
2537,Road_sign_recognition,176,143,141,1,1,0,34,1%,1%,1%
2538,Road_sign_recognition,61,57,57,1,1,0,3,2%,2%,2%
2539,Carla_iLQR_MPC,128,81,80,7,6,20,22,5%,9%,21%
2540,Carla_iLQR_MPC,230,132,139,24,13,23,55,10%,17%,20%
2541,Carla_iLQR_MPC,23,15,15,0,0,0,8,0%,0%,0%
2542,Carla_iLQR_MPC,380,274,250,60,42,4,84,16%,24%,17%
2543,Carla_iLQR_MPC,403,239,268,35,27,0,108,9%,13%,9%
2544,Carla_iLQR_MPC,489,246,257,101,78,48,106,21%,39%,30%
2545,Hindsight,109,71,89,8,6,0,14,7%,9%,7%
2546,Hindsight,165,83,141,4,3,0,21,2%,3%,2%
2547,Hindsight,153,76,130,4,3,0,20,3%,3%,3%
2548,Hindsight,759,449,639,46,34,5,81,6%,7%,7%
2549,Hindsight,194,107,136,27,27,17,14,14%,20%,23%
2550,Hindsight,127,77,76,13,13,21,17,10%,17%,27%
2551,Hindsight,168,78,128,16,13,0,27,10%,12%,10%
2552,Hindsight,131,52,98,13,13,0,20,10%,13%,10%
2553,Hindsight,46,28,33,4,1,0,12,9%,12%,9%
2554,Hindsight,189,108,123,14,13,30,23,7%,11%,23%
2555,Hindsight,474,154,423,16,15,0,36,3%,4%,3%
2556,Hindsight,93,53,68,13,13,0,12,14%,19%,14%
2557,Hindsight,15,6,6,5,5,0,4,33%,83%,33%
2558,Hindsight,295,166,231,15,15,23,26,5%,6%,13%
2559,Hindsight,139,82,115,9,3,0,21,6%,8%,6%
2560,Hindsight,122,29,102,5,6,0,14,4%,5%,4%
2561,Hindsight,379,238,307,15,15,0,57,4%,5%,4%
2562,Hindsight,38,24,24,4,4,0,10,11%,17%,11%
2563,Hindsight,34,3,8,10,10,10,6,29%,125%,59%
2564,Hindsight,24,2,1,8,8,8,7,33%,800%,67%
2565,Hindsight,3884,1588,2074,408,449,481,880,11%,20%,23%
2566,Hindsight,2,2,2,0,0,0,0,0%,0%,0%
2567,Hindsight,12,8,8,3,2,0,2,25%,38%,25%
2568,Hindsight,36,22,25,1,1,0,10,3%,4%,3%
2569,Hindsight,276,202,199,16,14,0,63,6%,8%,6%
2570,Hindsight,512,326,384,24,20,4,104,5%,6%,5%
2571,Hindsight,171,142,125,3,4,0,42,2%,2%,2%
2572,Hindsight,196,121,174,4,1,0,21,2%,2%,2%
2573,Hindsight,176,99,99,23,23,0,54,13%,23%,13%
2574,Hindsight,244,169,158,5,15,15,56,2%,3%,8%
2575,Hindsight,136,97,93,5,6,0,37,4%,5%,4%
2576,Hindsight,263,164,202,2,4,0,57,1%,1%,1%
2577,Hindsight,281,166,200,8,12,2,67,3%,4%,4%
2578,Hindsight,38,16,16,10,10,0,12,26%,62%,26%
2579,Hindsight,23,15,15,0,0,0,8,0%,0%,0%
2580,Hindsight,226,155,153,11,15,5,53,5%,7%,7%
2581,Hindsight,286,219,220,26,12,0,54,9%,12%,9%
2582,Hindsight,447,320,343,14,15,0,89,3%,4%,3%
2583,Hindsight,385,278,288,25,20,6,71,6%,9%,8%
2584,Hindsight,39,29,29,0,0,0,10,0%,0%,0%
2585,Hindsight,694,530,526,48,32,11,125,7%,9%,9%
2586,Hindsight,150,97,97,14,15,0,38,9%,14%,9%
2587,Hindsight,459,279,354,14,12,7,86,3%,4%,5%
2588,Hindsight,214,168,168,5,5,0,41,2%,3%,2%
2589,Hindsight,108,84,89,1,2,0,17,1%,1%,1%
2590,Hindsight,8,5,5,0,0,0,3,0%,0%,0%
2591,Hindsight,147,94,108,11,7,2,30,7%,10%,9%
2592,Hindsight,42,33,33,2,0,0,9,5%,6%,5%
2593,Hindsight,112,76,71,19,14,2,25,17%,27%,19%
2594,Hindsight,4,2,2,2,1,0,1,50%,100%,50%
2595,Hindsight,241,162,159,5,12,8,62,2%,3%,5%
2596,Hindsight,310,173,247,0,0,0,63,0%,0%,0%
2597,Hindsight,46,31,35,3,0,0,11,7%,9%,7%
2598,Hindsight,377,255,278,18,17,9,73,5%,6%,7%
2599,Hindsight,187,133,161,5,2,0,24,3%,3%,3%
2600,Hindsight,118,87,86,6,5,0,27,5%,7%,5%
2601,Hindsight,72,54,52,2,4,0,16,3%,4%,3%
2602,Hindsight,85,56,46,2,5,12,22,2%,4%,16%
2603,Hindsight,349,252,248,12,15,2,84,3%,5%,4%
2604,Hindsight,20,12,18,0,0,0,2,0%,0%,0%
2605,Hindsight,17,12,12,0,0,0,5,0%,0%,0%
2606,Hindsight,206,143,146,23,19,0,41,11%,16%,11%
2607,Hindsight,9,6,6,0,0,0,3,0%,0%,0%
2608,Hindsight,5,4,4,0,0,0,1,0%,0%,0%
2609,Hindsight,54,26,26,6,6,0,22,11%,23%,11%
2610,Hindsight,771,181,592,47,56,0,123,6%,8%,6%
2611,Hindsight,462,182,354,55,55,0,53,12%,16%,12%
2612,Hindsight,344,171,205,32,34,4,101,9%,16%,10%
2613,Hindsight,2245,640,1683,123,123,0,439,5%,7%,5%
2614,Hindsight,328,122,223,66,66,0,39,20%,30%,20%
2615,Hindsight,130,29,112,5,4,0,14,4%,4%,4%
2616,Hindsight,203,139,153,9,8,0,42,4%,6%,4%
2617,Hindsight,225,130,182,11,8,0,35,5%,6%,5%
2618,Hindsight,103,64,74,0,0,8,21,0%,0%,8%
2619,Hindsight,125,86,100,0,0,0,25,0%,0%,0%
2620,Hindsight,215,138,146,1,0,28,41,0%,1%,13%
2621,Hindsight,152,104,118,4,3,0,31,3%,3%,3%
2622,Hindsight,68,44,55,0,0,0,13,0%,0%,0%
2623,Hindsight,261,228,190,12,30,0,41,5%,6%,5%
2624,Hindsight,137,97,109,7,7,0,21,5%,6%,5%
2625,Hindsight,85,68,68,0,1,0,16,0%,0%,0%
2626,Hindsight,24,14,15,0,0,0,9,0%,0%,0%
2627,Hindsight,72,43,56,0,0,0,16,0%,0%,0%
2628,Hindsight,285,185,206,3,3,40,36,1%,1%,15%
