,Repository,LOC,LLOC,SLOC,Comments,Single Comments,Multi,Blank,(C%L),(C%S),(C+M%L)
5351,pillar-motion,117,73,67,8,8,23,19,7%,12%,26%
5352,pillar-motion,7,6,6,0,0,0,1,0%,0%,0%
5353,pillar-motion,31,7,28,0,0,0,3,0%,0%,0%
5354,pillar-motion,38,19,25,0,0,0,13,0%,0%,0%
5355,pillar-motion,125,82,82,6,6,0,37,5%,7%,5%
5356,pillar-motion,3,2,2,0,0,0,1,0%,0%,0%
5357,pillar-motion,153,102,104,7,7,13,29,5%,7%,13%
5358,pillar-motion,73,42,45,4,3,13,12,5%,9%,23%
5359,pillar-motion,36,5,35,0,0,0,1,0%,0%,0%
5360,pillar-motion,11,8,8,0,0,0,3,0%,0%,0%
5361,pillar-motion,45,30,36,0,0,0,9,0%,0%,0%
5362,pillar-motion,59,32,47,1,1,0,11,2%,2%,2%
5363,pillar-motion,5,2,4,0,0,0,1,0%,0%,0%
5364,pillar-motion,173,73,96,11,5,42,30,6%,11%,31%
5365,pillar-motion,2,2,2,0,0,0,0,0%,0%,0%
5366,pillar-motion,107,96,80,3,0,0,27,3%,4%,3%
5367,pillar-motion,207,117,127,16,16,30,34,8%,13%,22%
5368,pillar-motion,6,2,5,2,1,0,0,33%,40%,33%
5369,pillar-motion,187,109,151,0,0,8,28,0%,0%,4%
5370,pillar-motion,28,21,21,1,1,0,6,4%,5%,4%
5371,pillar-motion,0,0,0,0,0,0,0,0%,0%,0%
5372,pillar-motion,306,227,239,9,27,0,40,3%,4%,3%
5373,pillar-motion,163,108,132,8,8,4,19,5%,6%,7%
5374,pillar-motion,116,78,88,3,1,9,18,3%,3%,10%
5375,pillar-motion,5,4,4,0,0,0,1,0%,0%,0%
5376,pillar-motion,37,29,31,0,0,0,6,0%,0%,0%
5377,pillar-motion,54,38,36,5,6,4,8,9%,14%,17%
5378,pillar-motion,74,54,58,3,3,2,11,4%,5%,7%
5379,pillar-motion,8,5,5,0,0,0,3,0%,0%,0%
5380,pillar-motion,14,6,13,0,0,0,1,0%,0%,0%
5381,pillar-motion,45,35,37,0,0,0,8,0%,0%,0%
5382,pillar-motion,81,47,50,0,0,12,19,0%,0%,15%
5383,pillar-motion,70,52,56,1,1,0,13,1%,2%,1%
5384,pillar-motion,11,3,9,0,0,0,2,0%,0%,0%
5385,pillar-motion,196,94,119,23,23,20,34,12%,19%,22%
5386,pillar-motion,110,56,60,0,0,30,20,0%,0%,27%
5387,pillar-motion,15,4,14,0,0,0,1,0%,0%,0%
5388,pillar-motion,50,25,22,0,0,21,7,0%,0%,42%
5389,pillar-motion,6,5,5,0,0,0,1,0%,0%,0%
5390,pillar-motion,14,9,9,0,0,0,5,0%,0%,0%
5391,pillar-motion,22,15,15,0,0,0,7,0%,0%,0%
5392,pillar-motion,22,16,16,1,0,0,6,5%,6%,5%
5393,pillar-motion,26,18,18,1,0,0,8,4%,6%,4%
5394,pillar-motion,221,100,98,2,3,69,51,1%,2%,32%
5395,pillar-motion,162,107,113,0,0,23,26,0%,0%,14%
5396,pillar-motion,116,49,43,1,2,47,24,1%,2%,41%
5397,pillar-motion,62,6,61,0,0,0,1,0%,0%,0%
5398,pillar-motion,216,123,150,0,1,41,24,0%,0%,19%
5399,pillar-motion,79,60,60,0,0,0,19,0%,0%,0%
5400,pillar-motion,77,29,54,0,0,13,10,0%,0%,17%
5401,pillar-motion,190,127,127,6,6,30,27,3%,5%,19%
5402,pillar-motion,59,8,58,0,0,0,1,0%,0%,0%
5403,pillar-motion,53,22,20,0,0,25,8,0%,0%,47%
5404,pillar-motion,183,118,113,8,8,30,32,4%,7%,21%
5405,pillar-motion,554,341,407,10,17,45,85,2%,2%,10%
5406,pillar-motion,42,37,34,0,1,0,7,0%,0%,0%
5407,pillar-motion,22,15,17,0,0,0,5,0%,0%,0%
5408,pillar-motion,22,16,16,0,0,0,6,0%,0%,0%
5409,pillar-motion,63,43,43,0,0,0,20,0%,0%,0%
5410,pillar-motion,24,10,23,0,0,0,1,0%,0%,0%
5411,pillar-motion,6,4,4,0,0,0,2,0%,0%,0%
5412,pillar-motion,20,14,15,0,0,0,5,0%,0%,0%
5413,pillar-motion,175,130,137,2,0,0,38,1%,1%,1%
5414,pillar-motion,8,6,6,0,0,0,2,0%,0%,0%
5415,pillar-motion,24,21,16,0,0,0,8,0%,0%,0%
5416,pillar-motion,6,5,5,0,0,0,1,0%,0%,0%
5417,pillar-motion,150,94,126,4,4,0,20,3%,3%,3%
5418,pillar-motion,177,107,161,0,0,0,16,0%,0%,0%
5419,pillar-motion,57,38,37,1,1,6,13,2%,3%,12%
5420,pillar-motion,53,37,45,0,0,0,8,0%,0%,0%
5421,pillar-motion,0,0,0,0,0,0,0,0%,0%,0%
5422,pillar-motion,0,0,0,0,0,0,0,0%,0%,0%
5423,pillar-motion,117,60,81,5,4,19,13,4%,6%,21%
5424,pillar-motion,142,33,110,8,9,0,23,6%,7%,6%
5425,DRL,313,209,226,20,20,0,67,6%,9%,6%
5426,DRL,150,105,124,3,3,0,23,2%,2%,2%
5427,DRL,164,107,107,20,20,0,37,12%,19%,12%
5428,DRL,164,107,107,21,21,0,36,13%,20%,13%
5429,DRL,520,368,358,79,64,15,83,15%,22%,18%
5430,DRL,42,29,28,2,2,6,6,5%,7%,19%
5431,Pedestron,199,74,169,2,2,0,28,1%,1%,1%
5432,Pedestron,104,76,89,1,1,0,14,1%,1%,1%
5433,Pedestron,226,165,180,17,16,0,30,8%,9%,8%
5434,Pedestron,88,54,69,6,7,0,12,7%,9%,7%
5435,Pedestron,205,146,163,16,16,0,26,8%,10%,8%
5436,Pedestron,226,165,180,17,17,0,29,8%,9%,8%
5437,Pedestron,28,12,23,0,0,0,5,0%,0%,0%
5438,Pedestron,46,47,38,5,2,0,6,11%,13%,11%
5439,Pedestron,34,23,23,3,3,0,8,9%,13%,9%
5440,Pedestron,62,39,54,0,0,0,8,0%,0%,0%
5441,Pedestron,98,51,75,8,8,0,15,8%,11%,8%
5442,Pedestron,226,165,180,17,17,0,29,8%,9%,8%
5443,Pedestron,42,27,26,2,2,5,9,5%,8%,17%
5444,Pedestron,67,50,55,0,0,0,12,0%,0%,0%
5445,Pedestron,178,119,151,5,5,0,22,3%,3%,3%
5446,Pedestron,219,160,174,17,17,0,28,8%,10%,8%
5447,Pedestron,530,338,340,117,99,34,57,22%,34%,28%
5448,Pedestron,19,17,17,0,0,0,2,0%,0%,0%
5449,Pedestron,431,282,267,58,58,75,31,13%,22%,31%
5450,Pedestron,541,349,350,117,99,34,58,22%,33%,28%
5451,Pedestron,27,21,22,1,1,0,4,4%,5%,4%
5452,Pedestron,431,282,267,58,58,75,31,13%,22%,31%
5453,Pedestron,529,338,340,115,97,34,58,22%,34%,28%
5454,Pedestron,91,53,66,3,3,6,16,3%,5%,10%
5455,Pedestron,140,100,126,0,0,0,14,0%,0%,0%
5456,Pedestron,68,56,55,2,0,0,13,3%,4%,3%
5457,Pedestron,133,87,110,6,5,0,18,5%,5%,5%
5458,Pedestron,132,90,109,6,3,4,16,5%,6%,8%
5459,Pedestron,191,122,140,8,6,14,31,4%,6%,12%
5460,Pedestron,308,199,222,12,11,0,75,4%,5%,4%
5461,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5462,Pedestron,131,75,78,3,3,34,16,2%,4%,28%
5463,Pedestron,142,101,110,4,3,0,29,3%,4%,3%
5464,Pedestron,104,68,70,14,9,0,25,13%,20%,13%
5465,Pedestron,148,80,88,16,8,8,44,11%,18%,16%
5466,Pedestron,149,53,93,37,37,0,19,25%,40%,25%
5467,Pedestron,90,58,70,4,4,0,16,4%,6%,4%
5468,Pedestron,44,23,34,2,2,0,8,5%,6%,5%
5469,Pedestron,237,146,150,37,31,3,53,16%,25%,17%
5470,Pedestron,81,76,75,4,3,0,3,5%,5%,5%
5471,Pedestron,124,20,116,9,8,0,0,7%,8%,7%
5472,Pedestron,124,20,116,9,8,0,0,7%,8%,7%
5473,Pedestron,167,19,159,11,8,0,0,7%,7%,7%
5474,Pedestron,131,21,123,9,8,0,0,7%,7%,7%
5475,Pedestron,124,19,116,9,8,0,0,7%,8%,7%
5476,Pedestron,185,20,177,10,8,0,0,5%,6%,5%
5477,Pedestron,242,19,234,9,8,0,0,4%,4%,4%
5478,Pedestron,182,20,174,9,8,0,0,5%,5%,5%
5479,Pedestron,167,19,159,11,8,0,0,7%,7%,7%
5480,Pedestron,263,19,255,9,8,0,0,3%,4%,3%
5481,Pedestron,131,21,123,9,8,0,0,7%,7%,7%
5482,Pedestron,244,19,236,9,8,0,0,4%,4%,4%
5483,Pedestron,169,19,161,11,8,0,0,7%,7%,7%
5484,Pedestron,122,19,114,9,8,0,0,7%,8%,7%
5485,Pedestron,183,19,175,9,8,0,0,5%,5%,5%
5486,Pedestron,126,20,118,9,8,0,0,7%,8%,7%
5487,Pedestron,242,19,234,9,8,0,0,4%,4%,4%
5488,Pedestron,263,19,255,9,8,0,0,3%,4%,3%
5489,Pedestron,167,19,159,11,8,0,0,7%,7%,7%
5490,Pedestron,142,19,134,9,8,0,0,6%,7%,6%
5491,Pedestron,263,20,254,10,9,0,0,4%,4%,4%
5492,Pedestron,169,19,161,11,8,0,0,7%,7%,7%
5493,Pedestron,128,19,120,9,8,0,0,7%,8%,7%
5494,Pedestron,244,19,236,9,8,0,0,4%,4%,4%
5495,Pedestron,136,20,128,9,8,0,0,7%,7%,7%
5496,Pedestron,122,19,114,9,8,0,0,7%,8%,7%
5497,Pedestron,126,20,118,9,8,0,0,7%,8%,7%
5498,Pedestron,251,20,243,9,8,0,0,4%,4%,4%
5499,Pedestron,183,19,175,9,8,0,0,5%,5%,5%
5500,Pedestron,142,19,134,9,8,0,0,6%,7%,6%
5501,Pedestron,122,19,114,9,8,0,0,7%,8%,7%
5502,Pedestron,261,19,253,9,8,0,0,3%,4%,3%
5503,Pedestron,124,19,116,9,8,0,0,7%,8%,7%
5504,Pedestron,128,19,120,9,8,0,0,7%,8%,7%
5505,Pedestron,172,20,164,9,8,0,0,5%,5%,5%
5506,Pedestron,141,20,133,9,8,0,0,6%,7%,6%
5507,Pedestron,263,20,255,9,8,0,0,3%,4%,3%
5508,Pedestron,181,19,173,9,8,0,0,5%,5%,5%
5509,Pedestron,187,19,179,11,8,0,0,6%,6%,6%
5510,Pedestron,144,19,136,9,8,0,0,6%,7%,6%
5511,Pedestron,185,19,177,11,8,0,0,6%,6%,6%
5512,Pedestron,141,20,133,9,8,0,0,6%,7%,6%
5513,Pedestron,185,19,177,11,8,0,0,6%,6%,6%
5514,Pedestron,192,19,184,9,8,0,0,5%,5%,5%
5515,Pedestron,193,19,185,9,8,0,0,5%,5%,5%
5516,Pedestron,192,19,184,9,8,0,0,5%,5%,5%
5517,Pedestron,281,19,273,9,8,0,0,3%,3%,3%
5518,Pedestron,281,19,273,9,8,0,0,3%,3%,3%
5519,Pedestron,281,19,273,9,8,0,0,3%,3%,3%
5520,Pedestron,290,19,282,9,8,0,0,3%,3%,3%
5521,Pedestron,263,19,255,9,8,0,0,3%,4%,3%
5522,Pedestron,283,19,275,9,8,0,0,3%,3%,3%
5523,Pedestron,283,19,275,9,8,0,0,3%,3%,3%
5524,Pedestron,192,19,184,9,8,0,0,5%,5%,5%
5525,Pedestron,130,19,122,9,8,0,0,7%,7%,7%
5526,Pedestron,151,20,143,9,8,0,0,6%,6%,6%
5527,Pedestron,192,19,184,9,8,0,0,5%,5%,5%
5528,Pedestron,150,19,142,9,8,0,0,6%,6%,6%
5529,Pedestron,151,20,143,9,8,0,0,6%,6%,6%
5530,Pedestron,150,19,142,9,8,0,0,6%,6%,6%
5531,Pedestron,150,19,142,9,8,0,0,6%,6%,6%
5532,Pedestron,189,20,180,9,8,0,1,5%,5%,5%
5533,Pedestron,189,20,180,9,8,0,1,5%,5%,5%
5534,Pedestron,189,20,180,9,8,0,1,5%,5%,5%
5535,Pedestron,268,19,260,9,8,0,0,3%,3%,3%
5536,Pedestron,199,19,191,9,8,0,0,5%,5%,5%
5537,Pedestron,186,19,178,11,8,0,0,6%,6%,6%
5538,Pedestron,186,19,178,11,8,0,0,6%,6%,6%
5539,Pedestron,186,19,178,11,8,0,0,6%,6%,6%
5540,Pedestron,201,19,192,10,9,0,0,5%,5%,5%
5541,Pedestron,174,19,166,11,8,0,0,6%,7%,6%
5542,Pedestron,171,19,163,11,8,0,0,6%,7%,6%
5543,Pedestron,171,19,163,11,8,0,0,6%,7%,6%
5544,Pedestron,174,19,166,11,8,0,0,6%,7%,6%
5545,Pedestron,168,19,160,14,8,0,0,8%,9%,8%
5546,Pedestron,134,21,126,9,8,0,0,7%,7%,7%
5547,Pedestron,134,21,126,9,8,0,0,7%,7%,7%
5548,Pedestron,189,20,180,9,8,0,1,5%,5%,5%
5549,Pedestron,185,20,176,9,8,0,1,5%,5%,5%
5550,Pedestron,185,19,177,9,8,0,0,5%,5%,5%
5551,Pedestron,185,19,177,9,8,0,0,5%,5%,5%
5552,Pedestron,189,20,180,9,8,0,1,5%,5%,5%
5553,Pedestron,177,20,169,9,8,0,0,5%,5%,5%
5554,Pedestron,195,20,187,9,8,0,0,5%,5%,5%
5555,Pedestron,129,20,121,9,8,0,0,7%,7%,7%
5556,Pedestron,131,20,123,10,8,0,0,8%,8%,8%
5557,Pedestron,129,20,121,10,8,0,0,8%,8%,8%
5558,Pedestron,130,20,122,10,8,0,0,8%,8%,8%
5559,Pedestron,173,19,165,11,8,0,0,6%,7%,6%
5560,Pedestron,186,19,178,9,8,0,0,5%,5%,5%
5561,Pedestron,249,19,241,9,8,0,0,4%,4%,4%
5562,Pedestron,173,19,165,11,8,0,0,6%,7%,6%
5563,Pedestron,247,19,239,9,8,0,0,4%,4%,4%
5564,Pedestron,170,19,162,11,8,0,0,6%,7%,6%
5565,Pedestron,170,19,162,11,8,0,0,6%,7%,6%
5566,Pedestron,175,19,167,11,8,0,0,6%,7%,6%
5567,Pedestron,180,19,172,9,8,0,0,5%,5%,5%
5568,Pedestron,178,19,170,9,8,0,0,5%,5%,5%
5569,Pedestron,193,21,185,9,8,0,0,5%,5%,5%
5570,Pedestron,193,21,185,9,8,0,0,5%,5%,5%
5571,Pedestron,195,21,187,9,8,0,0,5%,5%,5%
5572,Pedestron,174,21,166,9,8,0,0,5%,5%,5%
5573,Pedestron,127,21,117,10,9,0,1,8%,9%,8%
5574,Pedestron,185,21,175,10,9,0,1,5%,6%,5%
5575,Pedestron,170,20,160,12,9,0,1,7%,8%,7%
5576,Pedestron,135,21,127,10,8,0,0,7%,8%,7%
5577,Pedestron,147,22,128,21,17,0,2,14%,16%,14%
5578,Pedestron,77,13,73,4,4,0,0,5%,5%,5%
5579,Pedestron,287,20,279,10,8,0,0,3%,4%,3%
5580,Pedestron,150,22,131,21,17,0,2,14%,16%,14%
5581,Pedestron,125,21,117,10,8,0,0,8%,9%,8%
5582,Pedestron,261,20,252,9,8,0,1,3%,4%,3%
5583,Pedestron,266,20,257,10,8,0,1,4%,4%,4%
5584,Pedestron,183,21,174,11,8,0,1,6%,6%,6%
5585,Pedestron,287,20,279,10,8,0,0,3%,4%,3%
5586,Pedestron,287,20,279,10,8,0,0,3%,4%,3%
5587,Pedestron,185,20,177,11,8,0,0,6%,6%,6%
5588,Pedestron,287,20,279,10,8,0,0,3%,4%,3%
5589,Pedestron,290,20,282,10,8,0,0,3%,4%,3%
5590,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5591,Pedestron,69,52,55,1,1,0,13,1%,2%,1%
5592,Pedestron,8,4,7,0,0,0,1,0%,0%,0%
5593,Pedestron,219,115,143,23,23,20,33,11%,16%,20%
5594,Pedestron,143,73,92,5,3,28,20,3%,5%,23%
5595,Pedestron,7,7,7,7,0,0,0,100%,100%,100%
5596,Pedestron,8,3,7,0,0,0,1,0%,0%,0%
5597,Pedestron,64,43,42,1,1,15,6,2%,2%,25%
5598,Pedestron,96,56,52,0,1,27,16,0%,0%,28%
5599,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5600,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5601,Pedestron,169,104,117,3,3,28,21,2%,3%,18%
5602,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5603,Pedestron,29,21,21,1,1,0,7,3%,5%,3%
5604,Pedestron,37,30,28,0,0,2,7,0%,0%,5%
5605,Pedestron,7,3,6,0,0,0,1,0%,0%,0%
5606,Pedestron,68,49,56,1,1,0,11,1%,2%,1%
5607,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5608,Pedestron,30,12,11,0,0,13,6,0%,0%,43%
5609,Pedestron,36,29,31,1,1,0,4,3%,3%,3%
5610,Pedestron,108,27,92,0,1,0,15,0%,0%,0%
5611,Pedestron,378,263,274,29,27,51,26,8%,11%,21%
5612,Pedestron,516,328,333,116,98,30,55,22%,35%,28%
5613,Pedestron,185,130,127,0,0,29,29,0%,0%,16%
5614,Pedestron,49,39,34,0,0,9,6,0%,0%,18%
5615,Pedestron,210,147,174,4,4,5,27,2%,2%,4%
5616,Pedestron,18,6,17,0,0,0,1,0%,0%,0%
5617,Pedestron,177,139,152,3,3,0,22,2%,2%,2%
5618,Pedestron,285,140,176,19,19,61,29,7%,11%,28%
5619,Pedestron,8,4,7,0,0,0,1,0%,0%,0%
5620,Pedestron,84,68,66,5,5,0,13,6%,8%,6%
5621,Pedestron,193,102,140,15,15,17,21,8%,11%,17%
5622,Pedestron,126,67,71,12,14,20,21,10%,17%,25%
5623,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5624,Pedestron,23,17,20,0,0,0,3,0%,0%,0%
5625,Pedestron,160,70,72,17,17,43,28,11%,24%,38%
5626,Pedestron,432,284,240,23,23,108,61,5%,10%,30%
5627,Pedestron,22,7,21,0,0,0,1,0%,0%,0%
5628,Pedestron,73,44,64,0,0,0,9,0%,0%,0%
5629,Pedestron,63,45,36,6,0,13,14,10%,17%,30%
5630,Pedestron,33,22,26,0,0,0,7,0%,0%,0%
5631,Pedestron,8,5,7,0,0,0,1,0%,0%,0%
5632,Pedestron,152,62,70,8,8,49,25,5%,11%,38%
5633,Pedestron,8,5,5,0,0,0,3,0%,0%,0%
5634,Pedestron,19,13,15,0,0,0,4,0%,0%,0%
5635,Pedestron,116,35,51,1,1,47,17,1%,2%,41%
5636,Pedestron,16,11,11,0,0,0,5,0%,0%,0%
5637,Pedestron,78,40,51,2,2,11,14,3%,4%,17%
5638,Pedestron,133,78,102,1,1,15,15,1%,1%,12%
5639,Pedestron,53,37,39,0,2,4,8,0%,0%,8%
5640,Pedestron,14,9,13,0,0,0,1,0%,0%,0%
5641,Pedestron,73,37,64,2,2,0,7,3%,3%,3%
5642,Pedestron,41,35,37,0,0,0,4,0%,0%,0%
5643,Pedestron,24,19,19,0,0,0,5,0%,0%,0%
5644,Pedestron,26,16,19,0,0,0,7,0%,0%,0%
5645,Pedestron,523,384,388,68,56,12,67,13%,18%,15%
5646,Pedestron,42,25,30,0,0,5,7,0%,0%,12%
5647,Pedestron,131,81,98,12,12,8,13,9%,12%,15%
5648,Pedestron,147,91,93,0,0,27,27,0%,0%,18%
5649,Pedestron,86,68,79,0,0,0,7,0%,0%,0%
5650,Pedestron,361,216,264,38,40,22,35,11%,14%,17%
5651,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5652,Pedestron,163,108,117,13,13,0,33,8%,11%,8%
5653,Pedestron,20,13,19,0,0,0,1,0%,0%,0%
5654,Pedestron,38,30,30,0,0,0,8,0%,0%,0%
5655,Pedestron,68,43,47,2,0,11,10,3%,4%,19%
5656,Pedestron,20,13,16,0,0,0,4,0%,0%,0%
5657,Pedestron,55,28,26,0,0,15,14,0%,0%,27%
5658,Pedestron,48,26,40,1,1,0,7,2%,2%,2%
5659,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5660,Pedestron,160,100,115,5,5,13,27,3%,4%,11%
5661,Pedestron,74,44,47,0,0,12,15,0%,0%,16%
5662,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5663,Pedestron,9,8,8,0,0,0,1,0%,0%,0%
5664,Pedestron,20,12,19,9,0,0,1,45%,47%,45%
5665,Pedestron,43,23,26,0,0,0,17,0%,0%,0%
5666,Pedestron,25,14,19,0,0,0,6,0%,0%,0%
5667,Pedestron,19,10,18,0,0,0,1,0%,0%,0%
5668,Pedestron,69,28,56,0,0,3,10,0%,0%,4%
5669,Pedestron,82,37,69,4,4,0,9,5%,6%,5%
5670,Pedestron,97,31,33,6,6,39,19,6%,18%,46%
5671,Pedestron,167,92,93,9,7,43,24,5%,10%,31%
5672,Pedestron,103,55,80,5,5,0,18,5%,6%,5%
5673,Pedestron,31,24,23,0,0,0,8,0%,0%,0%
5674,Pedestron,135,69,96,2,0,19,20,1%,2%,16%
5675,Pedestron,45,23,38,0,0,0,7,0%,0%,0%
5676,Pedestron,72,44,63,0,0,0,9,0%,0%,0%
5677,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5678,Pedestron,384,170,279,13,13,20,72,3%,5%,9%
5679,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5680,Pedestron,114,49,72,11,11,12,19,10%,15%,20%
5681,Pedestron,193,111,177,6,1,0,15,3%,3%,3%
5682,Pedestron,127,88,109,8,9,0,9,6%,7%,6%
5683,Pedestron,390,212,324,20,18,8,40,5%,6%,7%
5684,Pedestron,107,58,93,0,1,0,13,0%,0%,0%
5685,Pedestron,609,285,459,31,31,70,49,5%,7%,17%
5686,Pedestron,83,45,76,0,0,0,7,0%,0%,0%
5687,Pedestron,15,10,14,0,0,0,1,0%,0%,0%
5688,Pedestron,104,81,95,0,0,0,9,0%,0%,0%
5689,Pedestron,270,148,233,6,5,7,25,2%,3%,5%
5690,Pedestron,411,234,317,38,37,8,49,9%,12%,11%
5691,Pedestron,142,76,117,11,11,0,14,8%,9%,8%
5692,Pedestron,102,51,67,3,3,16,16,3%,4%,19%
5693,Pedestron,97,53,72,0,0,13,12,0%,0%,13%
5694,Pedestron,6,5,5,0,0,0,1,0%,0%,0%
5695,Pedestron,101,70,81,2,2,0,18,2%,2%,2%
5696,Pedestron,55,28,32,2,0,13,10,4%,6%,27%
5697,Pedestron,12,6,11,0,0,0,1,0%,0%,0%
5698,Pedestron,46,15,40,0,0,0,6,0%,0%,0%
5699,Pedestron,163,81,105,8,7,28,23,5%,8%,22%
5700,Pedestron,12,8,8,0,0,0,4,0%,0%,0%
5701,Pedestron,46,30,35,0,1,0,10,0%,0%,0%
5702,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5703,Pedestron,91,52,54,0,1,20,16,0%,0%,22%
5704,Pedestron,484,236,398,7,7,18,61,1%,2%,5%
5705,Pedestron,49,29,40,1,1,0,8,2%,2%,2%
5706,Pedestron,372,159,240,21,21,73,38,6%,9%,25%
5707,Pedestron,134,91,116,1,1,0,17,1%,1%,1%
5708,Pedestron,9,8,8,0,0,0,1,0%,0%,0%
5709,Pedestron,223,75,177,0,0,27,19,0%,0%,12%
5710,Pedestron,172,92,115,13,10,20,27,8%,11%,19%
5711,Pedestron,527,276,434,2,2,25,66,0%,0%,5%
5712,Pedestron,185,102,151,11,10,3,21,6%,7%,8%
5713,Pedestron,6,5,5,0,0,0,1,0%,0%,0%
5714,Pedestron,52,29,43,0,0,0,9,0%,0%,0%
5715,Pedestron,234,138,181,1,1,23,29,0%,1%,10%
5716,Pedestron,81,55,64,3,3,0,14,4%,5%,4%
5717,Pedestron,92,64,73,2,2,4,13,2%,3%,7%
5718,Pedestron,50,19,43,1,1,0,6,2%,2%,2%
5719,Pedestron,396,236,336,19,18,0,42,5%,6%,5%
5720,Pedestron,126,78,95,2,3,4,24,2%,2%,5%
5721,Pedestron,197,92,165,11,11,3,18,6%,7%,7%
5722,Pedestron,27,6,24,0,0,0,3,0%,0%,0%
5723,Pedestron,21,16,20,0,0,0,1,0%,0%,0%
5724,Pedestron,221,186,200,11,11,0,10,5%,6%,5%
5725,Pedestron,240,143,195,7,8,4,33,3%,4%,5%
5726,Pedestron,187,108,160,11,13,0,14,6%,7%,6%
5727,Pedestron,16,6,13,0,0,0,3,0%,0%,0%
5728,Pedestron,73,46,64,0,0,0,9,0%,0%,0%
5729,Pedestron,31,6,28,0,0,0,3,0%,0%,0%
5730,Pedestron,205,117,157,11,13,5,30,5%,7%,8%
5731,Pedestron,16,6,13,0,0,0,3,0%,0%,0%
5732,Pedestron,379,241,329,7,6,0,44,2%,2%,2%
5733,Pedestron,154,99,123,3,4,0,27,2%,2%,2%
5734,Pedestron,359,231,284,40,32,3,40,11%,14%,12%
5735,Pedestron,186,100,125,7,7,27,27,4%,6%,18%
5736,Pedestron,10,6,9,0,0,0,1,0%,0%,0%
5737,Pedestron,38,28,33,0,0,0,5,0%,0%,0%
5738,Pedestron,106,54,93,1,0,0,13,1%,1%,1%
5739,Pedestron,179,113,144,3,2,14,19,2%,2%,9%
5740,Pedestron,19,8,18,0,0,0,1,0%,0%,0%
5741,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5742,Pedestron,29,25,25,1,0,0,4,3%,4%,3%
5743,Pedestron,61,43,48,0,0,0,13,0%,0%,0%
5744,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5745,Pedestron,16,10,11,0,0,0,5,0%,0%,0%
5746,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5747,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5748,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5749,Pedestron,56,39,47,0,0,0,9,0%,0%,0%
5750,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5751,Pedestron,30,11,21,1,0,4,5,3%,5%,17%
5752,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5753,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5754,Pedestron,34,24,26,0,0,0,8,0%,0%,0%
5755,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5756,Pedestron,24,17,17,1,1,0,6,4%,6%,4%
5757,Pedestron,104,68,80,14,12,0,12,13%,18%,13%
5758,Pedestron,5,2,4,0,0,0,1,0%,0%,0%
5759,Pedestron,13,5,12,0,0,0,1,0%,0%,0%
5760,Pedestron,181,101,158,2,0,0,23,1%,1%,1%
5761,Pedestron,69,37,56,0,0,0,13,0%,0%,0%
5762,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5763,Pedestron,157,82,128,0,0,0,29,0%,0%,0%
5764,Pedestron,172,100,154,0,0,0,18,0%,0%,0%
5765,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5766,Pedestron,3,2,2,0,0,0,1,0%,0%,0%
5767,Pedestron,78,44,51,2,2,13,12,3%,4%,19%
5768,Pedestron,4,3,3,0,0,0,1,0%,0%,0%
5769,Pedestron,15,12,13,1,0,0,2,7%,8%,7%
5770,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5771,Pedestron,55,42,45,0,0,0,10,0%,0%,0%
5772,Pedestron,0,0,0,0,0,0,0,0%,0%,0%
5773,Pedestron,14,9,9,0,0,0,5,0%,0%,0%
5774,Autonomous-RC-Car,80,56,54,10,10,7,9,12%,19%,21%
5775,Autonomous-RC-Car,50,33,32,8,8,2,8,16%,25%,20%
5776,Autonomous-RC-Car,48,30,29,10,10,2,7,21%,34%,25%
5777,Autonomous-RC-Car,60,46,45,9,8,2,5,15%,20%,18%
5778,Autonomous-RC-Car,33,27,24,0,0,6,3,0%,0%,18%
5779,Autonomous-RC-Car,50,44,39,6,4,2,5,12%,15%,16%
5780,Autonomous-RC-Car,36,23,22,5,5,3,6,14%,23%,22%
5781,Self-driving-car-using-Reinforcement-Learning-Neural-Networks,235,188,179,5,5,0,51,2%,3%,2%
