,Repository,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
102,COLA,15,117,82,156,132,238,862.4360311253861,1676.5658004073118,10.0,16765.658004073117,931.4254446707287,0.5588552668024372
103,COLA,14,120,93,180,134,273,882.1298403818287,1929.0423489949717,10.5,20254.944664447205,1125.2747035804002,0.6430141163316573
104,COLA,12,88,55,102,100,157,611.4495324487361,1043.0854217946319,6.954545454545454,7254.184978844485,403.0102766024714,0.3476951405982106
105,COLA,4,34,32,44,38,76,180.97373660251156,398.8424910217125,2.588235294117647,1032.2982120561971,57.34990066978873,0.1329474970072375
106,COLA,21,298,217,390,319,607,2541.550884976078,5048.669456555275,13.741610738255034,69376.85041810018,3854.269467672232,1.6828898188517585
107,COLA,11,140,92,182,151,274,1036.1533701773055,1983.3228985750718,7.15,14180.758724811763,787.8199291562091,0.6611076328583573
108,COLA,0,0,0,0,0,0,0,0,0,0,0.0,0.0
109,COLA,0,0,0,0,0,0,0,0,0,0,0.0,0.0
110,COLA,3,14,19,33,17,52,58.05785641096992,212.54806774501768,3.5357142857142856,751.5092395270268,41.75051330705705,0.0708493559150059
111,COLA,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
112,COLA,12,54,33,66,66,99,353.78347512548123,598.3950178164869,7.333333333333333,4388.230130654237,243.79056281412426,0.19946500593882896
113,COLA,0,0,0,0,0,0,0,0,0,0,0.0,0.0
114,COLA,3,16,12,23,19,35,68.75488750216347,148.67746297052548,2.15625,320.58577953019557,17.810321085010866,0.04955915432350849
115,COLA,5,17,12,22,22,34,81.0965087756926,151.6206750336681,3.235294117647059,490.5374780501027,27.252082113894595,0.050540225011222704
116,COLA,0,0,0,0,0,0,0,0,0,0,0.0,0.0
117,COLA,0,0,0,0,0,0,0,0,0,0,0.0,0.0
118,GAIS-Net,5,14,7,14,19,21,64.91260938324326,89.20647778231529,2.5,223.01619445578822,12.389788580877124,0.029735492594105097
119,GAIS-Net,5,15,8,16,20,24,70.2129994085646,103.72627427729671,2.6666666666666665,276.6033980727912,15.366855448488401,0.0345754247590989
120,GAIS-Net,6,19,11,21,25,32,96.22039775975506,148.60339807279118,3.3157894736842106,492.7375830834655,27.374310171303637,0.04953446602426373
121,GAIS-Net,7,23,13,25,30,38,123.69340944371453,186.46184263312372,3.8043478260869565,709.3657056694924,39.40920587052736,0.062153947544374574
122,GAIS-Net,7,12,8,14,19,22,62.67103446305711,93.45440529575887,4.083333333333333,381.6054882910154,21.20030490505641,0.031151468431919623
123,GAIS-Net,9,65,40,78,74,118,419.9832328598303,732.7154971442162,5.4,3956.663684578768,219.8146491432649,0.24423849904807207
124,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
125,GAIS-Net,12,87,69,133,99,202,603.5556341474933,1339.130037256081,9.172413793103448,12283.054824486813,682.3919346937118,0.4463766790853604
126,GAIS-Net,1,13,8,16,14,24,48.105716335834195,91.37651812938249,0.6153846153846154,56.23170346423538,3.1239835257908544,0.03045883937646083
127,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
128,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
129,GAIS-Net,1,10,6,12,11,18,33.219280948873624,62.26976913547136,0.6,37.361861481282816,2.0756589711823787,0.020756589711823786
130,GAIS-Net,8,35,24,47,43,71,203.5249055930738,385.264797583849,5.371428571428571,2069.4223413075315,114.96790785041841,0.12842159919461632
131,GAIS-Net,5,11,8,14,16,22,49.663388279447084,88.0,3.1818181818181817,280.0,15.555555555555555,0.029333333333333333
132,GAIS-Net,3,6,3,6,9,9,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938
133,GAIS-Net,5,9,7,14,14,21,40.13896548741762,79.95445336320968,3.888888888888889,310.93398530137097,17.27411029452061,0.026651484454403226
134,GAIS-Net,4,8,6,10,12,16,32.0,57.359400011538504,2.5,143.39850002884626,7.966583334935903,0.01911980000384617
135,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
136,GAIS-Net,12,66,46,87,78,133,441.9495618863118,835.9584951086791,7.909090909090909,6611.671734041372,367.3150963356318,0.27865283170289307
137,GAIS-Net,5,19,25,41,24,66,92.32026322986493,302.60752504759637,5.394736842105263,1632.4879640725592,90.69377578180884,0.10086917501586545
138,GAIS-Net,8,21,18,33,29,51,116.23866587835397,247.75703075150622,6.285714285714286,1557.3299075808961,86.51832819893868,0.08258567691716874
139,GAIS-Net,14,112,87,173,126,260,815.726720179258,1814.0927801099783,10.8125,19614.87818493914,1089.715454718841,0.6046975933699927
140,GAIS-Net,10,26,16,32,36,48,155.43071362054204,248.15640006923098,6.153846153846154,1527.1163081183447,84.8397948954636,0.082718800023077
141,GAIS-Net,11,55,38,75,66,113,356.02853204886657,683.0165354875053,7.5,5122.624016156289,284.59022311979385,0.2276721784958351
142,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
143,GAIS-Net,13,117,78,141,130,219,851.9383885270926,1537.8985510532316,7.833333333333333,12046.871983250314,669.2706657361285,0.5126328503510772
144,GAIS-Net,7,16,12,22,23,34,83.65148445440323,153.80110650593844,4.8125,740.1678250598287,41.12043472554604,0.05126703550197948
145,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
146,GAIS-Net,1,6,4,8,7,12,15.509775004326936,33.68825906469125,0.6666666666666666,22.458839376460833,1.2477132986922685,0.011229419688230418
147,GAIS-Net,3,5,6,11,8,17,16.36452797660028,51.0,3.3,168.29999999999998,9.35,0.017
148,GAIS-Net,3,9,5,10,12,15,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
149,GAIS-Net,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
150,GAIS-Net,6,15,11,19,21,30,74.11313393845472,131.76952268336282,3.8,500.7241861967787,27.818010344265485,0.04392317422778761
151,GAIS-Net,7,21,15,24,28,39,111.8901503327572,187.48684196024655,4.0,749.9473678409862,41.663742657832564,0.06249561398674885
152,GAIS-Net,7,14,10,18,21,28,72.95445336320968,122.9848878378053,4.5,553.4319952701238,30.746221959451322,0.04099496261260177
153,GAIS-Net,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
154,GAIS-Net,6,11,7,12,17,19,53.563522809337215,77.66179398375645,3.272727272727273,254.16587121956658,14.12032617886481,0.02588726466125215
155,GAIS-Net,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
156,GAIS-Net,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
157,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
158,GAIS-Net,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
159,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
160,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
161,GAIS-Net,3,6,5,7,9,12,20.264662506490406,38.03910001730775,1.75,66.56842503028857,3.6982458350160314,0.012679700005769252
162,GAIS-Net,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
163,GAIS-Net,4,9,6,11,13,17,36.52932501298081,62.907475208398566,2.4444444444444446,153.7738282871965,8.542990460399805,0.02096915840279952
164,GAIS-Net,9,21,13,25,30,38,120.76799089133479,186.46184263312372,5.357142857142857,998.9027283917342,55.49459602176301,0.062153947544374574
165,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
166,GAIS-Net,5,15,9,15,20,24,70.2129994085646,103.72627427729671,2.5,259.3156856932418,14.406426982957877,0.0345754247590989
167,GAIS-Net,6,14,10,18,20,28,68.81274391313339,121.01398665684616,3.857142857142857,466.7682342478352,25.931568569324178,0.040337995552282055
168,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
169,GAIS-Net,4,85,54,108,89,162,552.7982295717047,1049.0688158165565,2.541176470588235,2665.868990780896,148.1038328211609,0.3496896052721855
170,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
171,GAIS-Net,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
172,GAIS-Net,9,26,21,38,35,59,150.74075768464922,302.627697999753,6.576923076923077,1990.3590906906832,110.57550503837129,0.10087589933325102
173,GAIS-Net,4,6,4,8,10,12,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.013287712379549451
174,GAIS-Net,1,2,2,4,3,6,2.0,9.509775004326938,1.0,9.509775004326938,0.5283208335737188,0.003169925001442313
175,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
176,GAIS-Net,6,14,10,17,20,27,68.81274391313339,116.69205856195879,3.642857142857143,425.09249904713556,23.616249947063086,0.03889735285398626
177,GAIS-Net,12,87,60,112,99,172,603.5556341474933,1140.2493386536928,7.724137931034483,8807.443167531972,489.3023981962207,0.38008311288456426
178,GAIS-Net,2,6,6,8,8,14,17.509775004326936,42.0,1.3333333333333333,56.0,3.111111111111111,0.014
179,GAIS-Net,7,17,15,23,24,38,89.13835275565901,174.22857502740396,4.735294117647059,825.0235464532952,45.83464146962751,0.058076191675801324
180,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
181,GAIS-Net,4,10,5,10,14,15,41.219280948873624,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
182,GAIS-Net,9,22,19,31,31,50,126.63682062300134,247.70981551934378,6.340909090909091,1570.7054211340208,87.26141228522337,0.08256993850644792
183,GAIS-Net,4,10,7,13,14,20,41.219280948873624,76.14709844115208,2.6,197.98245594699543,10.999025330388635,0.025382366147050694
184,GAIS-Net,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
185,GAIS-Net,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
186,GAIS-Net,4,11,6,12,15,18,46.053747805010275,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111
187,GAIS-Net,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
188,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
189,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
190,GAIS-Net,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
191,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
192,GAIS-Net,4,11,7,12,15,19,46.053747805010275,74.23092131656186,2.1818181818181817,161.9583737815895,8.997687432310528,0.024743640438853954
193,GAIS-Net,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
194,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
195,GAIS-Net,8,21,12,22,29,34,116.23866587835397,165.17135383433748,4.190476190476191,692.1466255915095,38.452590310639415,0.05505711794477916
196,GAIS-Net,7,18,18,28,25,46,94.71013448036484,213.6173847296373,5.444444444444445,1163.0279835280253,64.61266575155696,0.0712057949098791
197,GAIS-Net,4,9,7,12,13,19,36.52932501298081,70.30835464468075,2.6666666666666665,187.48894571914866,10.416052539952704,0.02343611821489358
198,GAIS-Net,4,8,7,11,12,18,32.0,64.52932501298082,2.75,177.45564378569725,9.85864687698318,0.02150977500432694
199,GAIS-Net,9,41,27,53,50,80,248.18895720232226,451.50849518197793,5.817073170731708,2626.4579536805304,145.91433076002946,0.15050283172732598
200,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
201,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
202,GAIS-Net,8,31,19,36,39,55,177.58008562199316,290.6971220374237,4.645161290322581,1350.33501849642,75.01861213869,0.09689904067914124
203,GAIS-Net,7,39,26,50,46,76,225.78217099003092,419.790708660333,4.487179487179487,1883.6762568091865,104.64868093384369,0.139930236220111
204,GAIS-Net,10,59,51,95,69,146,380.2952208612223,891.8445706896129,8.05084745762712,7180.10459453502,398.89469969639,0.2972815235632043
205,GAIS-Net,2,4,5,9,6,14,10.0,36.18947501009619,2.25,81.42631877271643,4.523684376262024,0.012063158336698729
206,GAIS-Net,6,21,14,27,27,41,107.74844088268091,194.95038758870223,3.857142857142857,751.9514949849943,41.775083054721904,0.06498346252956741
207,GAIS-Net,4,17,10,17,21,27,77.48686830125578,118.59257041502654,2.0,237.1851408300531,13.176952268336283,0.03953085680500885
208,GAIS-Net,2,4,3,5,6,8,10.0,20.67970000576925,1.25,25.84962500721156,1.43609027817842,0.006893233335256416
209,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
210,GAIS-Net,6,18,11,22,24,33,90.56842503028855,151.30376252379818,3.6666666666666665,554.78046258726,30.82113681040333,0.05043458750793273
211,GAIS-Net,9,105,76,147,114,223,733.5251043679237,1523.7344731587375,6.3,9599.527180900046,533.3070656055581,0.5079114910529124
212,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
213,GAIS-Net,0,0,0,0,0,0,0,0,0,0,0.0,0.0
