,Repository,LOC,LLOC,SLOC,Comments,Single Comments,Multi,Blank,(C%L),(C%S),(C+M%L)
437,PythonRobotics,278,164,180,24,12,29,57,9%,13%,19%
438,PythonRobotics,427,278,337,40,32,11,47,9%,12%,12%
439,PythonRobotics,79,49,48,5,2,4,25,6%,10%,11%
440,PythonRobotics,216,125,145,8,7,11,53,4%,6%,9%
441,PythonRobotics,300,191,192,35,26,4,78,12%,18%,13%
442,PythonRobotics,246,149,165,12,5,22,54,5%,7%,14%
443,PythonRobotics,343,198,206,2,2,56,79,1%,1%,17%
444,PythonRobotics,0,0,0,0,0,0,0,0%,0%,0%
445,PythonRobotics,324,207,234,16,13,4,73,5%,7%,6%
446,PythonRobotics,0,0,0,0,0,0,0,0%,0%,0%
447,PythonRobotics,245,156,158,24,12,10,65,10%,15%,14%
448,PythonRobotics,264,173,170,26,13,10,71,10%,15%,14%
449,PythonRobotics,246,156,159,9,1,40,46,4%,6%,20%
450,PythonRobotics,264,152,169,26,10,6,79,10%,15%,12%
451,PythonRobotics,212,116,131,23,11,17,53,11%,18%,19%
452,PythonRobotics,263,168,166,32,15,14,68,12%,19%,17%
453,PythonRobotics,0,0,0,0,0,0,0,0%,0%,0%
454,PythonRobotics,299,190,194,8,8,42,55,3%,4%,17%
455,PythonRobotics,268,168,173,3,2,41,52,1%,2%,16%
456,PythonRobotics,214,147,164,0,0,4,46,0%,0%,2%
457,PythonRobotics,35,13,23,2,2,4,6,6%,9%,17%
458,PythonRobotics,3,3,3,0,0,0,0,0%,0%,0%
459,PythonRobotics,33,14,20,2,2,4,7,6%,10%,18%
460,PythonRobotics,0,0,0,0,0,0,0,0%,0%,0%
461,PythonRobotics,167,118,115,6,5,15,32,4%,5%,13%
462,PythonRobotics,76,49,52,4,1,4,19,5%,8%,11%
463,PythonRobotics,143,83,86,10,7,14,36,7%,12%,17%
464,PythonRobotics,405,266,304,15,10,20,71,4%,5%,9%
465,SqueezeSeg,919,390,588,47,48,149,134,5%,8%,21%
466,SqueezeSeg,1,0,0,1,1,0,0,100%,100%,100%
467,SqueezeSeg,220,132,164,10,11,0,45,5%,6%,5%
468,SqueezeSeg,238,132,178,16,16,0,44,7%,9%,7%
469,SqueezeSeg,103,57,77,4,5,0,21,4%,5%,4%
470,SqueezeSeg,50,34,35,2,4,0,11,4%,6%,4%
471,SqueezeSeg,134,40,63,34,35,0,36,25%,54%,25%
472,SqueezeSeg,1,1,1,0,0,0,0,0%,0%,0%
473,SqueezeSeg,166,87,98,5,7,29,32,3%,5%,20%
474,SqueezeSeg,1,0,0,1,1,0,0,100%,100%,100%
475,SqueezeSeg,1,1,1,0,0,0,0,0%,0%,0%
476,SqueezeSeg,171,69,114,3,4,23,30,2%,3%,15%
477,SqueezeSeg,48,29,31,6,7,0,10,12%,19%,12%
478,SqueezeSeg,1,1,1,0,0,0,0,0%,0%,0%
479,SqueezeSeg,117,79,74,8,9,12,22,7%,11%,17%
480,CVPR2023-3D-Occupancy-Prediction,266,144,216,28,28,0,22,11%,13%,11%
481,CVPR2023-3D-Occupancy-Prediction,259,138,199,37,35,0,25,14%,19%,14%
482,CVPR2023-3D-Occupancy-Prediction,206,47,131,32,32,22,21,16%,24%,26%
483,CVPR2023-3D-Occupancy-Prediction,49,29,34,4,3,0,12,8%,12%,8%
484,CVPR2023-3D-Occupancy-Prediction,26,16,17,1,1,0,8,4%,6%,4%
485,CVPR2023-3D-Occupancy-Prediction,67,44,46,5,4,4,13,7%,11%,13%
486,CVPR2023-3D-Occupancy-Prediction,240,107,197,17,19,0,24,7%,9%,7%
487,CVPR2023-3D-Occupancy-Prediction,98,60,71,11,11,0,16,11%,15%,11%
488,CVPR2023-3D-Occupancy-Prediction,0,0,0,0,0,0,0,0%,0%,0%
489,CVPR2023-3D-Occupancy-Prediction,477,236,319,37,37,59,62,8%,12%,20%
490,CVPR2023-3D-Occupancy-Prediction,10,7,7,2,2,0,1,20%,29%,20%
491,CVPR2023-3D-Occupancy-Prediction,201,134,164,14,14,0,23,7%,9%,7%
492,CVPR2023-3D-Occupancy-Prediction,1,0,0,1,1,0,0,100%,100%,100%
493,CVPR2023-3D-Occupancy-Prediction,700,354,474,49,39,94,93,7%,10%,20%
494,CVPR2023-3D-Occupancy-Prediction,672,339,456,48,38,94,84,7%,11%,21%
495,CVPR2023-3D-Occupancy-Prediction,338,185,265,20,19,20,34,6%,8%,12%
496,CVPR2023-3D-Occupancy-Prediction,271,146,211,33,32,0,28,12%,16%,12%
497,CVPR2023-3D-Occupancy-Prediction,152,83,103,8,8,11,30,5%,8%,12%
498,CVPR2023-3D-Occupancy-Prediction,89,72,69,5,6,0,14,6%,7%,6%
499,CVPR2023-3D-Occupancy-Prediction,35,23,23,4,4,0,8,11%,17%,11%
500,CVPR2023-3D-Occupancy-Prediction,0,0,0,0,0,0,0,0%,0%,0%
501,CVPR2023-3D-Occupancy-Prediction,11,9,11,0,0,0,0,0%,0%,0%
502,CVPR2023-3D-Occupancy-Prediction,92,52,59,13,14,0,19,14%,22%,14%
503,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
504,CVPR2023-3D-Occupancy-Prediction,53,55,40,4,4,0,9,8%,10%,8%
505,CVPR2023-3D-Occupancy-Prediction,3,2,2,0,0,0,1,0%,0%,0%
506,CVPR2023-3D-Occupancy-Prediction,122,62,71,1,1,32,18,1%,1%,27%
507,CVPR2023-3D-Occupancy-Prediction,27,11,9,0,0,14,4,0%,0%,52%
508,CVPR2023-3D-Occupancy-Prediction,4,3,3,0,0,0,1,0%,0%,0%
509,CVPR2023-3D-Occupancy-Prediction,136,46,61,11,11,51,13,8%,18%,46%
510,CVPR2023-3D-Occupancy-Prediction,3,2,2,0,0,0,1,0%,0%,0%
511,CVPR2023-3D-Occupancy-Prediction,7,4,6,0,0,0,1,0%,0%,0%
512,CVPR2023-3D-Occupancy-Prediction,292,177,202,6,6,50,34,2%,3%,19%
513,CVPR2023-3D-Occupancy-Prediction,146,65,102,8,8,17,19,5%,8%,17%
514,CVPR2023-3D-Occupancy-Prediction,751,428,495,52,50,93,113,7%,11%,19%
515,CVPR2023-3D-Occupancy-Prediction,239,131,151,13,12,29,47,5%,9%,18%
516,CVPR2023-3D-Occupancy-Prediction,259,176,192,5,5,35,27,2%,3%,15%
517,CVPR2023-3D-Occupancy-Prediction,46,25,27,1,2,8,9,2%,4%,20%
518,CVPR2023-3D-Occupancy-Prediction,331,146,159,10,12,114,46,3%,6%,37%
519,CVPR2023-3D-Occupancy-Prediction,9,4,9,0,0,0,0,0%,0%,0%
520,CVPR2023-3D-Occupancy-Prediction,39,15,14,2,2,18,5,5%,14%,51%
521,CVPR2023-3D-Occupancy-Prediction,4,3,3,0,0,0,1,0%,0%,0%
522,CVPR2023-3D-Occupancy-Prediction,110,57,71,7,7,16,16,6%,10%,21%
523,CVPR2023-3D-Occupancy-Prediction,7,4,4,0,0,0,3,0%,0%,0%
524,CVPR2023-3D-Occupancy-Prediction,41,22,27,6,6,0,8,15%,22%,15%
525,CVPR2023-3D-Occupancy-Prediction,6,5,5,0,0,0,1,0%,0%,0%
526,CVPR2023-3D-Occupancy-Prediction,20,21,19,0,0,0,1,0%,0%,0%
527,CVPR2023-3D-Occupancy-Prediction,124,118,112,1,0,0,12,1%,1%,1%
528,CVPR2023-3D-Occupancy-Prediction,34,24,24,7,7,0,3,21%,29%,21%
529,CVPR2023-3D-Occupancy-Prediction,24,20,20,0,0,0,4,0%,0%,0%
530,CVPR2023-3D-Occupancy-Prediction,71,37,41,0,1,20,9,0%,0%,28%
531,CVPR2023-3D-Occupancy-Prediction,13,8,8,0,0,0,5,0%,0%,0%
532,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
533,CVPR2023-3D-Occupancy-Prediction,375,172,303,9,9,8,55,2%,3%,5%
534,CVPR2023-3D-Occupancy-Prediction,3,2,2,0,0,0,1,0%,0%,0%
535,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
536,CVPR2023-3D-Occupancy-Prediction,131,66,77,7,7,27,20,5%,9%,26%
537,CVPR2023-3D-Occupancy-Prediction,6,5,5,0,0,0,1,0%,0%,0%
538,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
539,CVPR2023-3D-Occupancy-Prediction,207,95,140,16,13,32,22,8%,11%,23%
540,CVPR2023-3D-Occupancy-Prediction,3,2,2,1,1,0,0,33%,50%,33%
541,CVPR2023-3D-Occupancy-Prediction,207,113,119,30,28,40,20,14%,25%,34%
542,CVPR2023-3D-Occupancy-Prediction,67,15,48,5,5,8,6,7%,10%,19%
543,CVPR2023-3D-Occupancy-Prediction,200,86,158,27,22,0,20,14%,17%,14%
544,CVPR2023-3D-Occupancy-Prediction,97,55,71,7,7,8,11,7%,10%,15%
545,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
546,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
547,CVPR2023-3D-Occupancy-Prediction,14,9,9,0,0,0,5,0%,0%,0%
548,CVPR2023-3D-Occupancy-Prediction,1,1,1,0,0,0,0,0%,0%,0%
549,CVPR2023-3D-Occupancy-Prediction,298,139,187,19,23,52,36,6%,10%,24%
550,CVPR2023-3D-Occupancy-Prediction,345,147,203,11,11,90,41,3%,5%,29%
551,CVPR2023-3D-Occupancy-Prediction,163,45,84,5,5,52,22,3%,6%,35%
552,CVPR2023-3D-Occupancy-Prediction,6,6,6,0,0,0,0,0%,0%,0%
553,CVPR2023-3D-Occupancy-Prediction,408,149,262,20,13,83,50,5%,8%,25%
554,CVPR2023-3D-Occupancy-Prediction,352,145,264,15,13,48,27,4%,6%,18%
555,CVPR2023-3D-Occupancy-Prediction,262,95,167,14,10,59,26,5%,8%,28%
556,CVPR2023-3D-Occupancy-Prediction,289,130,205,12,10,48,26,4%,6%,21%
557,CVPR2023-3D-Occupancy-Prediction,272,112,161,15,16,58,37,6%,9%,27%
558,CVPR2023-3D-Occupancy-Prediction,400,168,236,13,15,105,44,3%,6%,30%
559,CVPR2023-3D-Occupancy-Prediction,18,8,13,5,5,0,0,28%,38%,28%
560,CVPR2023-3D-Occupancy-Prediction,136,11,115,20,20,0,1,15%,17%,15%
561,CVPR2023-3D-Occupancy-Prediction,143,12,129,13,10,0,4,9%,10%,9%
562,CVPR2023-3D-Occupancy-Prediction,114,10,108,4,3,0,3,4%,4%,4%
563,CVPR2023-3D-Occupancy-Prediction,142,11,121,22,20,0,1,15%,18%,15%
564,CVPR2023-3D-Occupancy-Prediction,100,10,95,4,4,0,1,4%,4%,4%
565,CVPR2023-3D-Occupancy-Prediction,128,8,123,5,3,0,2,4%,4%,4%
566,CVPR2023-3D-Occupancy-Prediction,132,9,126,6,4,0,2,5%,5%,5%
567,CVPR2023-3D-Occupancy-Prediction,138,12,126,10,8,0,4,7%,8%,7%
568,CVPR2023-3D-Occupancy-Prediction,136,11,115,20,20,0,1,15%,17%,15%
569,CVPR2023-3D-Occupancy-Prediction,107,8,103,4,2,0,2,4%,4%,4%
570,CVPR2023-3D-Occupancy-Prediction,48,7,48,0,0,0,0,0%,0%,0%
571,CVPR2023-3D-Occupancy-Prediction,145,12,131,13,10,0,4,9%,10%,9%
572,CVPR2023-3D-Occupancy-Prediction,140,12,128,10,8,0,4,7%,8%,7%
573,CVPR2023-3D-Occupancy-Prediction,59,8,59,0,0,0,0,0%,0%,0%
574,CVPR2023-3D-Occupancy-Prediction,139,11,133,8,4,0,2,6%,6%,6%
575,CVPR2023-3D-Occupancy-Prediction,83,3,83,1,0,0,0,1%,1%,1%
576,CVPR2023-3D-Occupancy-Prediction,7,2,6,0,0,0,1,0%,0%,0%
577,CVPR2023-3D-Occupancy-Prediction,108,1,107,1,0,0,1,1%,1%,1%
578,CVPR2023-3D-Occupancy-Prediction,89,2,88,4,0,0,1,4%,5%,4%
579,CVPR2023-3D-Occupancy-Prediction,77,1,77,1,0,0,0,1%,1%,1%
580,CVPR2023-3D-Occupancy-Prediction,22,2,16,6,5,0,1,27%,38%,27%
581,CVPR2023-3D-Occupancy-Prediction,108,2,103,13,5,0,0,12%,13%,12%
582,CVPR2023-3D-Occupancy-Prediction,100,2,95,13,5,0,0,13%,14%,13%
583,CVPR2023-3D-Occupancy-Prediction,96,2,91,9,5,0,0,9%,10%,9%
584,CVPR2023-3D-Occupancy-Prediction,74,1,74,7,0,0,0,9%,9%,9%
585,CVPR2023-3D-Occupancy-Prediction,71,1,71,1,0,0,0,1%,1%,1%
586,CVPR2023-3D-Occupancy-Prediction,49,1,48,9,1,0,0,18%,19%,18%
587,CVPR2023-3D-Occupancy-Prediction,83,3,83,1,0,0,0,1%,1%,1%
588,CVPR2023-3D-Occupancy-Prediction,341,4,338,1,0,0,3,0%,0%,0%
589,CVPR2023-3D-Occupancy-Prediction,28,2,26,2,1,0,1,7%,8%,7%
590,CVPR2023-3D-Occupancy-Prediction,201,3,199,10,1,0,1,5%,5%,5%
591,CVPR2023-3D-Occupancy-Prediction,22,2,16,6,5,0,1,27%,38%,27%
592,CVPR2023-3D-Occupancy-Prediction,35,1,34,4,1,0,0,11%,12%,11%
593,CVPR2023-3D-Occupancy-Prediction,93,2,92,6,0,0,1,6%,7%,6%
594,CVPR2023-3D-Occupancy-Prediction,200,1,199,2,1,0,0,1%,1%,1%
595,CVPR2023-3D-Occupancy-Prediction,73,1,73,1,0,0,0,1%,1%,1%
596,CVPR2023-3D-Occupancy-Prediction,124,1,123,2,1,0,0,2%,2%,2%
597,CVPR2023-3D-Occupancy-Prediction,20,6,15,4,2,0,3,20%,27%,20%
598,CVPR2023-3D-Occupancy-Prediction,9,5,5,3,3,0,1,33%,60%,33%
599,CVPR2023-3D-Occupancy-Prediction,11,4,9,2,2,0,0,18%,22%,18%
600,CVPR2023-3D-Occupancy-Prediction,14,5,10,4,4,0,0,29%,40%,29%
601,CVPR2023-3D-Occupancy-Prediction,9,5,5,5,4,0,0,56%,100%,56%
602,CVPR2023-3D-Occupancy-Prediction,31,6,16,14,14,0,1,45%,88%,45%
603,CVPR2023-3D-Occupancy-Prediction,9,5,5,3,3,0,1,33%,60%,33%
604,CVPR2023-3D-Occupancy-Prediction,9,5,5,3,3,0,1,33%,60%,33%
605,CVPR2023-3D-Occupancy-Prediction,24,5,15,8,8,0,1,33%,53%,33%
606,CVPR2023-3D-Occupancy-Prediction,141,11,120,22,20,0,1,16%,18%,16%
607,CVPR2023-3D-Occupancy-Prediction,241,33,222,17,5,0,14,7%,8%,7%
608,CVPR2023-3D-Occupancy-Prediction,242,33,220,17,5,0,17,7%,8%,7%
609,CVPR2023-3D-Occupancy-Prediction,183,137,148,35,16,0,19,19%,24%,19%
610,RTM3D,198,118,149,8,6,9,34,4%,5%,9%
611,RTM3D,283,199,201,22,22,9,51,8%,11%,11%
612,RTM3D,0,0,0,0,0,0,0,0%,0%,0%
613,RTM3D,231,147,148,25,26,10,47,11%,17%,15%
614,RTM3D,36,8,27,4,4,0,5,11%,15%,11%
615,RTM3D,0,0,0,0,0,0,0,0%,0%,0%
616,RTM3D,172,70,122,25,24,9,17,15%,20%,20%
617,RTM3D,71,46,44,1,2,9,16,1%,2%,14%
618,RTM3D,140,96,92,14,8,12,28,10%,15%,19%
619,RTM3D,237,166,157,14,10,19,51,6%,9%,14%
620,RTM3D,0,0,0,0,0,0,0,0%,0%,0%
621,RTM3D,49,20,19,1,1,16,13,2%,5%,35%
622,RTM3D,45,22,21,0,0,10,14,0%,0%,22%
623,RTM3D,127,72,83,12,13,9,22,9%,14%,17%
624,RTM3D,0,0,0,0,0,0,0,0%,0%,0%
625,RTM3D,256,164,178,12,12,12,54,5%,7%,9%
626,RTM3D,288,169,210,13,14,12,52,5%,6%,9%
627,RTM3D,0,0,0,0,0,0,0,0%,0%,0%
628,RTM3D,369,222,222,35,18,57,72,9%,16%,25%
629,RTM3D,434,300,314,52,32,10,78,12%,17%,14%
630,RTM3D,65,32,38,0,3,9,15,0%,0%,14%
631,Ultra-Fast-Lane-Detection,32,22,22,2,2,0,8,6%,9%,6%
632,Ultra-Fast-Lane-Detection,48,38,38,1,0,0,10,2%,3%,2%
633,Ultra-Fast-Lane-Detection,47,31,31,10,6,0,10,21%,32%,21%
634,Ultra-Fast-Lane-Detection,153,98,102,20,19,0,32,13%,20%,13%
635,Ultra-Fast-Lane-Detection,154,111,110,1,0,0,44,1%,1%,1%
636,Ultra-Fast-Lane-Detection,93,79,79,2,1,0,13,2%,3%,2%
637,Ultra-Fast-Lane-Detection,103,77,79,10,10,0,14,10%,13%,10%
638,Ultra-Fast-Lane-Detection,352,242,253,7,7,41,51,2%,3%,14%
639,Ultra-Fast-Lane-Detection,129,90,104,3,3,0,22,2%,3%,2%
640,Ultra-Fast-Lane-Detection,74,63,59,2,2,0,13,3%,3%,3%
641,Ultra-Fast-Lane-Detection,117,100,100,1,1,0,16,1%,1%,1%
642,Ultra-Fast-Lane-Detection,173,115,112,10,10,11,40,6%,9%,12%
643,Ultra-Fast-Lane-Detection,42,24,24,11,9,0,9,26%,46%,26%
644,Ultra-Fast-Lane-Detection,45,25,25,9,7,0,13,20%,36%,20%
645,Ultra-Fast-Lane-Detection,155,126,115,12,4,13,23,8%,10%,16%
646,Ultra-Fast-Lane-Detection,56,53,52,0,0,0,4,0%,0%,0%
647,Ultra-Fast-Lane-Detection,120,72,96,11,9,0,15,9%,11%,9%
648,Ultra-Fast-Lane-Detection,238,210,203,14,11,0,24,6%,7%,6%
649,Ultra-Fast-Lane-Detection,101,91,92,1,1,0,8,1%,1%,1%
650,Ultra-Fast-Lane-Detection,167,142,125,8,7,4,31,5%,6%,7%
651,Ultra-Fast-Lane-Detection,165,131,119,12,11,0,35,7%,10%,7%
652,Ultra-Fast-Lane-Detection,109,58,85,2,2,5,17,2%,2%,6%
653,Ultra-Fast-Lane-Detection,11,2,6,4,4,0,1,36%,67%,36%
654,l5kit,74,20,28,28,28,0,18,38%,100%,38%
655,l5kit,116,78,84,17,15,0,17,15%,20%,15%
656,l5kit,91,48,55,9,9,12,15,10%,16%,23%
657,l5kit,138,71,110,15,15,0,13,11%,14%,11%
658,l5kit,93,59,59,12,12,7,15,13%,20%,20%
659,l5kit,50,4,46,1,1,0,3,2%,2%,2%
660,l5kit,1,1,1,0,0,0,0,0%,0%,0%
661,l5kit,42,15,21,1,1,11,9,2%,5%,29%
662,l5kit,15,4,13,0,0,0,2,0%,0%,0%
663,l5kit,93,41,46,3,2,27,18,3%,7%,32%
664,l5kit,45,16,21,2,1,13,10,4%,10%,33%
665,l5kit,320,182,207,13,13,40,60,4%,6%,17%
666,l5kit,0,0,0,0,0,0,0,0%,0%,0%
667,l5kit,93,68,35,0,0,39,19,0%,0%,42%
668,l5kit,143,60,100,2,2,11,30,1%,2%,9%
669,l5kit,86,40,58,4,4,10,14,5%,7%,16%
670,l5kit,29,11,27,0,0,0,2,0%,0%,0%
671,l5kit,46,21,23,0,0,13,10,0%,0%,28%
672,l5kit,62,36,48,1,1,2,11,2%,2%,5%
673,l5kit,55,32,43,1,1,2,9,2%,2%,5%
674,l5kit,187,99,104,19,13,37,33,10%,18%,30%
675,l5kit,186,100,104,10,8,28,46,5%,10%,20%
676,l5kit,101,53,62,1,0,18,21,1%,2%,19%
677,l5kit,66,22,34,2,1,20,11,3%,6%,33%
678,l5kit,36,19,24,3,1,2,9,8%,12%,14%
679,l5kit,148,48,66,4,4,44,34,3%,6%,32%
680,l5kit,7,4,5,0,0,0,2,0%,0%,0%
681,l5kit,54,19,21,5,1,17,15,9%,24%,41%
682,l5kit,176,90,109,11,7,31,29,6%,10%,24%
683,l5kit,256,168,185,18,9,15,47,7%,10%,13%
684,l5kit,494,204,258,29,21,128,87,6%,11%,32%
685,l5kit,0,0,0,0,0,0,0,0%,0%,0%
686,l5kit,310,127,143,21,22,91,54,7%,15%,36%
687,l5kit,382,185,216,81,73,30,63,21%,38%,29%
688,l5kit,0,0,0,0,0,0,0,0%,0%,0%
689,l5kit,359,178,253,2,11,45,50,1%,1%,13%
690,l5kit,83,52,48,1,1,14,20,1%,2%,18%
691,l5kit,0,0,0,0,0,0,0,0%,0%,0%
692,l5kit,37,20,20,3,3,0,14,8%,15%,8%
693,l5kit,37,20,20,3,3,0,14,8%,15%,8%
694,l5kit,36,25,25,4,1,0,10,11%,16%,11%
695,l5kit,0,0,0,0,0,0,0,0%,0%,0%
696,l5kit,84,64,62,7,2,0,20,8%,11%,8%
697,l5kit,142,107,98,9,7,0,37,6%,9%,6%
698,l5kit,15,13,12,1,0,0,3,7%,8%,7%
699,l5kit,0,0,0,0,0,0,0,0%,0%,0%
700,l5kit,68,47,52,15,2,0,14,22%,29%,22%
701,l5kit,48,29,29,9,8,0,11,19%,31%,19%
702,l5kit,31,19,24,0,0,0,7,0%,0%,0%
703,l5kit,43,36,35,4,1,0,7,9%,11%,9%
704,l5kit,50,38,34,4,4,0,12,8%,12%,8%
705,l5kit,0,0,0,0,0,0,0,0%,0%,0%
706,l5kit,65,45,47,3,3,0,15,5%,6%,5%
707,l5kit,120,82,97,6,1,0,22,5%,6%,5%
708,l5kit,121,89,79,11,9,0,33,9%,14%,9%
709,l5kit,89,48,65,1,0,6,18,1%,2%,8%
710,l5kit,47,4,45,0,0,0,2,0%,0%,0%
711,l5kit,0,0,0,0,0,0,0,0%,0%,0%
712,l5kit,78,41,53,3,1,6,18,4%,6%,12%
713,l5kit,74,40,50,1,0,6,18,1%,2%,9%
714,l5kit,58,40,42,2,2,0,14,3%,5%,3%
715,l5kit,76,37,64,4,0,0,12,5%,6%,5%
716,l5kit,0,0,0,0,0,0,0,0%,0%,0%
717,l5kit,33,18,18,7,7,0,8,21%,39%,21%
718,l5kit,88,47,69,7,5,0,14,8%,10%,8%
719,l5kit,152,91,120,8,0,0,32,5%,7%,5%
720,l5kit,320,155,231,45,40,0,49,14%,19%,14%
721,l5kit,0,0,0,0,0,0,0,0%,0%,0%
722,l5kit,242,150,155,24,24,0,63,10%,15%,10%
723,l5kit,219,153,148,20,19,0,52,9%,14%,9%
724,l5kit,62,41,48,2,2,0,12,3%,4%,3%
725,l5kit,0,0,0,0,0,0,0,0%,0%,0%
726,l5kit,0,0,0,0,0,0,0,0%,0%,0%
727,l5kit,14,9,9,0,0,0,5,0%,0%,0%
728,l5kit,49,36,37,0,0,0,12,0%,0%,0%
729,l5kit,110,72,96,2,1,0,13,2%,2%,2%
730,l5kit,91,66,62,8,8,0,21,9%,13%,9%
731,l5kit,12,7,9,0,0,0,3,0%,0%,0%
732,l5kit,0,0,0,0,0,0,0,0%,0%,0%
733,l5kit,270,158,176,33,30,0,64,12%,19%,12%
734,l5kit,128,92,90,13,8,0,30,10%,14%,10%
735,l5kit,64,44,48,5,3,0,13,8%,10%,8%
736,l5kit,0,0,0,0,0,0,0,0%,0%,0%
737,l5kit,37,25,27,2,2,0,8,5%,7%,5%
738,l5kit,26,17,19,3,1,0,6,12%,16%,12%
739,l5kit,38,24,24,0,0,0,14,0%,0%,0%
740,l5kit,122,67,86,9,7,0,29,7%,10%,7%
741,l5kit,0,0,0,0,0,0,0,0%,0%,0%
742,l5kit,24,11,10,9,9,0,5,38%,90%,38%
743,l5kit,35,20,20,5,5,0,10,14%,25%,14%
744,l5kit,0,0,0,0,0,0,0,0%,0%,0%
745,l5kit,62,40,40,4,3,0,19,6%,10%,6%
746,l5kit,96,66,65,9,8,0,23,9%,14%,9%
747,l5kit,42,28,28,3,3,0,11,7%,11%,7%
748,l5kit,0,0,0,0,0,0,0,0%,0%,0%
749,l5kit,19,12,12,1,0,0,7,5%,8%,5%
750,l5kit,51,36,36,4,4,0,11,8%,11%,8%
751,l5kit,179,116,127,16,13,0,39,9%,13%,9%
752,l5kit,160,102,140,4,4,0,16,2%,3%,2%
753,l5kit,395,274,329,16,15,0,51,4%,5%,4%
754,l5kit,0,0,0,0,0,0,0,0%,0%,0%
755,l5kit,106,71,78,7,7,0,21,7%,9%,7%
756,l5kit,149,90,119,14,14,0,16,9%,12%,9%
757,l5kit,0,0,0,0,0,0,0,0%,0%,0%
758,l5kit,72,27,28,11,11,20,13,15%,39%,43%
759,l5kit,0,0,0,0,0,0,0,0%,0%,0%
760,l5kit,93,53,66,6,7,8,12,6%,9%,15%
761,l5kit,109,50,68,15,16,12,13,14%,22%,25%
762,l5kit,236,117,138,30,26,28,44,13%,22%,25%
763,l5kit,148,79,91,11,10,19,28,7%,12%,20%
764,l5kit,157,78,66,12,11,56,24,8%,18%,43%
765,l5kit,337,154,211,64,58,20,48,19%,30%,25%
766,l5kit,0,0,0,0,0,0,0,0%,0%,0%
767,l5kit,124,64,58,9,5,37,24,7%,16%,37%
768,l5kit,0,0,0,0,0,0,0,0%,0%,0%
769,l5kit,69,20,20,4,3,31,15,6%,20%,51%
770,l5kit,283,101,153,23,19,68,43,8%,15%,32%
771,l5kit,143,49,88,6,6,29,20,4%,7%,24%
772,l5kit,337,191,182,9,8,83,64,3%,5%,27%
773,l5kit,0,0,0,0,0,0,0,0%,0%,0%
774,l5kit,268,154,130,15,13,76,49,6%,12%,34%
775,l5kit,123,73,70,8,8,23,22,7%,11%,25%
776,l5kit,0,0,0,0,0,0,0,0%,0%,0%
777,l5kit,310,158,186,28,24,54,46,9%,15%,26%
778,l5kit,27,13,12,1,0,7,8,4%,8%,30%
779,l5kit,38,18,13,0,0,14,11,0%,0%,37%
780,l5kit,4,2,2,0,0,0,2,0%,0%,0%
781,l5kit,23,5,15,0,0,4,4,0%,0%,17%
782,l5kit,95,46,42,11,8,23,22,12%,26%,36%
783,l5kit,8,2,5,1,1,0,2,12%,20%,12%
784,l5kit,102,59,48,5,5,25,24,5%,10%,29%
785,l5kit,42,23,22,5,5,5,10,12%,23%,24%
786,l5kit,171,110,108,13,14,19,30,8%,12%,19%
787,l5kit,112,29,73,7,0,24,15,6%,10%,28%
788,l5kit,118,60,50,9,10,34,24,8%,18%,36%
789,l5kit,412,236,210,41,37,90,75,10%,20%,32%
790,l5kit,0,0,0,0,0,0,0,0%,0%,0%
791,l5kit,386,128,137,40,9,149,91,10%,29%,49%
792,l5kit,75,27,52,2,1,9,13,3%,4%,15%
793,l5kit,251,110,104,12,7,76,64,5%,12%,35%
794,l5kit,15,5,13,0,0,0,2,0%,0%,0%
795,l5kit,32,14,12,1,1,10,9,3%,8%,34%
796,l5kit,90,46,44,1,1,19,26,1%,2%,22%
797,l5kit,100,50,58,5,4,17,21,5%,9%,22%
798,l5kit,6,4,4,0,0,0,2,0%,0%,0%
799,l5kit,206,78,124,6,2,51,29,3%,5%,28%
800,l5kit,114,68,72,3,3,15,24,3%,4%,16%
801,l5kit,20,8,7,0,0,9,4,0%,0%,45%
802,l5kit,46,13,10,0,0,22,14,0%,0%,48%
803,l5kit,24,5,22,0,0,0,2,0%,0%,0%
804,l5kit,56,19,17,0,0,24,15,0%,0%,43%
805,l5kit,165,62,59,1,1,66,39,1%,2%,41%
806,l5kit,24,13,10,0,0,8,6,0%,0%,33%
807,l5kit,6,2,4,0,0,0,2,0%,0%,0%
808,l5kit,80,43,37,0,0,23,20,0%,0%,29%
809,l5kit,27,6,26,0,0,0,1,0%,0%,0%
810,l5kit,48,20,26,1,1,8,13,2%,4%,19%
811,l5kit,278,141,141,21,18,55,64,8%,15%,27%
812,l5kit,36,8,34,0,0,0,2,0%,0%,0%
813,l5kit,446,227,222,16,10,130,84,4%,7%,33%
814,l5kit,219,94,156,9,7,27,29,4%,6%,16%
815,l5kit,58,26,27,0,0,17,14,0%,0%,29%
816,l5kit,212,66,68,4,3,94,47,2%,6%,46%
