,Repository,comment_ratio,cyclomatic_complexity,fanout_external,fanout_internal,halstead_bugprop,halstead_difficulty,halstead_effort,halstead_timerequired,halstead_volume
425,PythonRobotics,26.675570665371538,11,8,1,4.251716287065451,85.34347826086957,1088568.7695496662,60476.04275275923,12755.148861196352
426,pylot,39.251622756777394,1,3,0,0.484,21.717391304347828,31533.652173913048,1751.8695652173915,1452.0
427,PythonRobotics,9.497071786512105,34,11,1,11.889261271562411,157.9090909090909,5632267.316919248,312903.7398288471,35667.78381468723
428,VoxFormer,8.384738405300434,1,4,1,1.5402237628046056,59.01724137931034,272699.27276276716,15149.959597931509,4620.671288413817
429,PythonRobotics,20.643712574850298,15,6,1,3.632571866692582,56.7,617900.4745244082,34327.8041402449,10897.715600077747
430,Ultra-Fast-Lane-Detection,16.681090437040243,8,7,1,1.7631535255164117,66.73333333333333,352983.33580838563,19610.185322688092,5289.460576549235
431,CVPR2023-3D-Occupancy-Prediction,16.399162595952546,4,17,1,3.1354573458052593,62.03007518796992,583477.9647269185,32415.442484828804,9406.372037415778
432,l5kit,27.14228776404942,15,8,1,2.9284237349375273,50.13013698630137,440406.8489590636,24467.04716439242,8785.271204812581
433,PythonRobotics,9.946739599827264,0,6,1,4.804159570553395,87.37328767123287,1259265.6485294052,69959.20269607806,14412.478711660186
434,PythonRobotics,9.96309963099631,3,4,1,0.027920602761755765,4.0,335.04723314106917,18.613735174503844,83.76180828526729
435,PythonRobotics,10.446343779677113,89,5,1,5.105043144027439,108.30097087378641,1658643.3865522163,92146.85480845645,15315.129432082318
436,CVPR2023-3D-Occupancy-Prediction,42.27124183006536,0,7,1,0.6187487821864767,41.93103448275862,77834.32956607817,4324.1294203376765,1856.24634655943
437,pylot,25.335775335775335,22,9,1,5.213115156745067,53.36065573770492,834525.7296002554,46362.54053334752,15639.345470235201
438,Ultra-Fast-Lane-Detection,21.123853211009173,9,10,1,1.6823412036866348,35.88888888888889,181132.0695969277,10062.892755384872,5047.023611059904
439,l5kit,28.922664282521232,3,6,1,1.1051178390772571,29.527027027027025,97892.53290745162,5438.474050413979,3315.3535172317715
440,MotionPlanning,2.7542372881355934,0,2,0,0.4915970140890742,39.21428571428571,57832.87730033608,3212.937627796449,1474.7910422672226
441,pylot,16.762013729977117,8,3,0,0.7041165353046226,22.307692307692307,47121.64505500167,2617.869169722315,2112.349605913868
442,PythonRobotics,0.0,3,3,1,0.03951214079875328,4.55,539.3407219029823,29.96337343905457,118.53642239625984
443,l5kit,9.926001531002807,0,8,1,4.712638163016107,183.67142857142858,2596730.951224204,144262.8306235669,14137.914489048322
444,RTM3D,17.579250720461093,2,8,1,0.5785873848810925,22.0,38186.7674021521,2121.487077897339,1735.7621546432774
445,CVPR2023-3D-Occupancy-Prediction,5.2730535851636615,26,12,1,5.373588637771335,104.36746987951808,1682483.5508925612,93471.30838292006,16120.765913314004
446,PythonRobotics,15.491494611089468,17,4,1,3.417923484676607,84.8671875,870208.6597041088,48344.92553911716,10253.77045402982
447,PythonRobotics,3.312883435582822,1,5,1,0.278514236965772,11.571428571428571,9668.422797526084,537.1345998625602,835.5427108973159
448,l5kit,24.27536231884058,1,2,1,0.2923691319658631,12.115384615384617,10626.493450297718,590.3607472387621,877.1073958975893
449,VoxFormer,35.768474290531046,26,20,1,4.139067353523667,75.51923076923076,937737.5479204293,52096.530440023846,12417.202060571002
450,pylot,21.964285714285715,9,7,1,1.2920079914196434,38.49230769230769,149197.10743993605,8288.728191107559,3876.02397425893
451,CVPR2023-3D-Occupancy-Prediction,16.74418604651163,3,3,0,0.2446615415442258,13.222222222222221,9704.907814587623,539.161545254868,733.9846246326774
452,PythonRobotics,11.587982832618026,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
453,pylot,35.51263001485884,0,3,0,0.6682725203195088,28.5,57137.300487318,3174.294471517667,2004.8175609585264
454,CVPR2023-3D-Occupancy-Prediction,14.392483450779414,2,0,0,1.2614173047616755,12.526315789473685,47402.73450525454,2633.485250291919,3784.2519142850265
455,CVPR2023-3D-Occupancy-Prediction,21.879705908406414,18,22,1,3.452591403887173,52.877192982456144,547690.0258587337,30427.223658818537,10357.774211661519
456,CVPR2023-3D-Occupancy-Prediction,11.333478355449206,2,0,0,1.3155709063291294,12.2,48149.89517164614,2674.9941762025633,3946.7127189873886
457,pylot,15.721434528773978,11,8,1,1.6596314008208726,31.25,155590.4438269568,8643.913545942043,4978.894202462618
458,CVPR2023-3D-Occupancy-Prediction,0.0,0,4,0,0.2536993065053879,19.47826086956522,14824.863823619191,823.6035457566218,761.0979195161638
459,pylot,21.070843197960297,3,10,0,1.766343225459348,24.33904109589041,128973.30106170807,7165.183392317115,5299.029676378044
460,Cam2BEV,25.216057987175912,36,9,1,2.1107072655332035,65.953125,417623.2203663587,23201.290020353263,6332.121796599611
461,pylot,12.118000353294471,7,10,1,1.018466837157446,20.930232558139537,63950.24326337451,3552.791292409695,3055.4005114723377
462,l5kit,6.418791609094335,34,13,1,2.1245642068219364,37.37264150943396,238201.72939599343,13233.429410888524,6373.692620465809
463,l5kit,5.461191141689959,2,5,1,1.6189198563461829,64.5,313260.9922029864,17403.388455721466,4856.759569038549
464,PythonRobotics,20.24373730534868,14,7,1,2.626340441898053,59.869565217391305,471713.5811078634,26206.310061547967,7879.02132569416
465,l5kit,1.9841269841269842,1,4,1,0.13440414086519614,16.25,6552.201867178313,364.0112148432396,403.21242259558846
466,PythonRobotics,0.0,3,4,1,0.027920602761755765,4.0,335.04723314106917,18.613735174503844,83.76180828526729
467,VoxFormer,9.516100017988848,18,10,1,2.5829263800557167,42.48175182481752,329181.7123779038,18287.872909883547,7748.77914016715
468,Ultra-Fast-Lane-Detection,23.829489867225718,5,18,1,0.29617510102493777,9.545454545454545,8481.377892986855,471.18766072149197,888.5253030748133
469,Ultra-Fast-Lane-Detection,24.73498233215548,2,0,0,0.10005343587792334,0.5303030303030303,159.17592071487803,8.843106706382112,300.16030763377
470,l5kit,1.884132273775955,2,5,1,2.4023772007796835,78.42361111111111,565209.2860084368,31400.5158893576,7207.13160233905
471,PythonRobotics,3.830266616597822,0,5,1,1.1963215556567812,42.75862068965517,153459.1788635595,8525.509936864417,3588.964666970344
472,PythonRobotics,15.272933733473923,7,10,1,17.708344323546147,176.61198738170347,9382517.652662976,521250.98070349864,53125.03297063844
473,pylot,26.7529665587918,9,9,1,1.6619603824167344,34.60747663551402,172548.76531091123,9586.042517272846,4985.881147250203
474,pylot,11.181464958986904,8,10,1,1.6535593834278672,62.4390243902439,309739.9040177078,17207.77244542821,4960.678150283602
475,PythonRobotics,8.205953338696702,10,5,1,1.1343586786156035,60.63636363636363,206350.15599180202,11463.897555100113,3403.07603584681
476,PythonRobotics,15.424610051993067,35,8,1,3.3364103827497504,62.93859649122807,629966.960427091,34998.16446817172,10009.231148249251
477,pylot,26.170553676339683,17,7,0,2.068660166576688,40.05833333333333,248601.23551835347,13811.179751019637,6205.980499730064
478,PythonRobotics,3.487707261292167,0,5,1,0.8158664511876212,28.0188679245283,68578.96301963873,3809.9423899799294,2447.5993535628636
479,l5kit,24.204753199268737,0,11,1,0.6227274204441031,36.58536585365854,68348.13151215766,3797.1184173420925,1868.1822613323093
480,l5kit,3.5155247626379267,0,13,1,1.5969381328236267,33.06976744186046,158431.11801454864,8801.728778586035,4790.81439847088
481,l5kit,1.4726507713884993,2,2,0,0.5013757892692814,11.6015625,17450.227665583192,969.4570925323995,1504.1273678078442
482,PythonRobotics,10.714285714285714,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
483,l5kit,8.410138248847927,0,14,1,1.2476019772005467,26.916666666666668,100743.85965894416,5596.881092163564,3742.80593160164
484,pylot,36.52386465971954,4,3,1,1.4547531954943267,41.09146341463415,179333.81312993172,9962.98961832954,4364.25958648298
485,PythonRobotics,11.440677966101696,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
486,CVPR2023-3D-Occupancy-Prediction,15.463221825894149,19,23,1,3.4035943554183627,47.90112994350282,489108.0464816032,27172.669248977953,10210.783066255088
487,CVPR2023-3D-Occupancy-Prediction,12.388705164080386,27,23,1,1.8493688750194017,37.083333333333336,205742.28734590847,11430.127074772692,5548.106625058205
488,l5kit,5.366357069143447,0,7,1,1.0954620525822183,42.82692307692307,140745.80717888076,7819.21150993782,3286.386157746655
489,pylot,4.729325237321475,32,12,1,2.9322797793325903,39.577922077922075,348160.6218512754,19342.256769515297,8796.839337997772
490,PythonRobotics,2.8279654359780046,11,11,1,2.0908643443344106,63.1551724137931,396146.69448087655,22008.14969338203,6272.593033003232
491,l5kit,27.67214523579332,14,14,1,5.641832803625974,53.45022624434389,904671.7193597078,50259.53996442821,16925.49841087792
492,CVPR2023-3D-Occupancy-Prediction,31.69170476812541,21,5,1,1.1637855576986775,32.53191489361702,113580.51815242201,6310.028786245667,3491.356673096033
493,pylot,35.49689440993789,0,6,1,0.5369815912200274,29.210526315789473,47056.54470428135,2614.252483571186,1610.9447736600823
494,PythonRobotics,11.525795828759605,3,5,1,0.15373110979725663,13.23076923076923,6101.942511952647,338.99680621959146,461.19332939176985
495,pylot,19.617725370863447,7,7,1,3.342431317010082,62.92999999999999,631017.6083383333,35056.53379657408,10027.293951030246
496,l5kit,36.07046375506528,2,14,1,5.3698936779110396,121.33333333333334,1954641.2987596185,108591.18326442325,16109.681033733119
497,pylot,55.603053435114504,0,3,1,0.3451179718911325,26.052631578947366,26973.694118859567,1498.5385621588648,1035.3539156733975
498,PythonRobotics,12.258064516129032,3,3,1,0.05420902501875005,6.4,1040.813280360001,57.82296002000006,162.62707505625016
499,PythonRobotics,14.656771799628942,14,8,1,2.949906497971539,52.3125,462950.9510254084,25719.497279189356,8849.719493914617
500,PythonRobotics,25.153895139036297,30,8,1,2.777160414470388,63.41463414634146,528337.8349480251,29352.101941556946,8331.481243411165
501,PythonRobotics,13.88004584235324,18,4,1,3.3956153189037024,87.44800000000001,890819.305222473,49489.961401248496,10186.845956711108
502,PythonRobotics,20.77784325279906,23,3,0,3.6950102291354523,61.767123287671225,684690.4571166474,38038.35872870263,11085.030687406357
503,CVPR2023-3D-Occupancy-Prediction,4.987735077677842,2,0,0,0.5483699947752521,5.227272727272727,8599.438554430088,477.7465863572271,1645.1099843257562
504,pylot,15.979054268486195,0,5,1,2.776215523216459,69.95783132530121,582654.0518875797,32369.669549309983,8328.646569649378
505,PythonRobotics,37.99344940527495,9,6,1,1.9535316996039174,51.196808510638306,300043.76503225067,16669.09805734726,5860.595098811752
506,RTM3D,11.082345912575924,18,8,1,4.36528340080418,84.34615384615385,1104584.595918873,61365.81088438184,13095.85020241254
507,l5kit,8.619888475836431,0,5,1,1.5131108673551303,61.26724137931034,278112.38623171323,15450.688123984068,4539.332602065391
508,MotionPlanning,5.066648056389141,40,21,1,9.953516816719144,141.26305970149255,4218192.72096002,234344.04005333444,29860.550450157432
509,MotionPlanning,0.8359806052499582,21,6,1,3.2403295882725405,104.72727272727272,1018052.6415518089,56558.48008621161,9720.98876481762
510,Ultra-Fast-Lane-Detection,17.559153175591533,4,5,1,0.33512686071788417,13.028571428571428,13098.672727487587,727.704040415977,1005.3805821536524
511,PythonRobotics,16.77762982689747,18,7,1,2.1428012628897757,37.41880341880342,240543.1776649087,13363.509870272705,6428.403788669328
512,PythonRobotics,7.809266756635178,10,6,1,7.617970839466988,131.0890052356021,2995896.657778656,166438.70320992533,22853.912518400964
513,PythonRobotics,11.225914549008657,13,10,1,3.5824835895820604,73.81879194630872,793363.8322512701,44075.768458403894,10747.450768746181
514,RTM3D,10.907150480256137,40,17,1,8.739851510444533,108.07627118644068,2833711.6859160797,157428.42699533777,26219.5545313336
515,pylot,23.903966597077243,6,6,1,0.9040357175688929,31.5,85431.37531026038,4746.187517236688,2712.107152706679
516,pylot,22.324407176990352,32,4,1,2.7180358276264514,97.6111111111111,795931.491523279,44218.41619573772,8154.1074828793535
517,MotionPlanning,3.525713002470245,87,4,0,15.040624483433588,389.02601156069363,17553582.46251686,975199.0256953811,45121.873450300765
518,l5kit,30.096774193548388,10,7,1,0.7039650485125718,26.889830508474578,56788.50251517942,3154.9168063988564,2111.8951455377155
519,PythonRobotics,0.0,3,5,1,0.340512656783075,12.789473684210527,13064.93298920325,725.8296105112917,1021.5379703492251
520,pylot,34.44824072409039,19,12,1,3.0438453762063893,105.19642857142858,960604.9881017058,53366.9437834281,9131.536128619167
521,RTM3D,16.55480984340045,4,11,1,5.296090444429491,93.8173076923077,1490594.8403739966,82810.82446522203,15888.271333288474
522,MotionPlanning,18.332727493032838,13,13,1,4.2947250152859455,60.08021390374331,774083.9927284105,43004.666262689476,12884.175045857835
523,PythonRobotics,17.907118231596026,3,10,1,2.816917666315859,50.47933884297521,426588.42411216366,23699.356895120203,8450.752998947577
524,Ultra-Fast-Lane-Detection,1.9979242345614945,19,17,1,1.7159393086811237,23.2479674796748,119676.30373594325,6648.683540885736,5147.817926043371
525,l5kit,8.900867735997897,2,4,1,2.417309040506269,93.93382352941177,681201.2424809026,37844.513471161255,7251.927121518806
526,RTM3D,21.841941505911638,19,6,0,1.2655366731939268,34.7875,132074.5710562012,7337.476169788956,3796.6100195817808
527,PythonRobotics,6.446991404011461,8,5,1,1.2750077577424779,52.03703703703703,199042.87773646458,11057.93765202581,3825.0232732274335
528,CVPR2023-3D-Occupancy-Prediction,12.550607287449393,3,1,0,0.06837795148577189,7.5,1538.5039084298676,85.47243935721487,205.13385445731566
529,RTM3D,11.322731168460146,17,6,1,3.9731367678963063,102.41463414634147,1220722.0454924335,67817.8914162463,11919.41030368892
530,PythonRobotics,3.29397141081417,5,8,1,0.526103733930744,24.82051282051282,39174.4934188431,2176.3607454912835,1578.3112017922322
531,Cam2BEV,72.11377579475739,1,4,1,0.10184286055972365,6.078947368421053,1857.292167576013,103.18289819866739,305.52858167917094
532,pylot,11.466666666666667,0,1,0,0.4451646979413988,24.081081081081084,32160.141556685383,1786.6745309269656,1335.4940938241964
533,PythonRobotics,19.858479799132617,26,9,1,3.5364048269458683,82.55434782608695,875836.7824126262,48657.59902292368,10609.214480837605
534,Ultra-Fast-Lane-Detection,1.6602316602316602,23,6,1,1.8853751019181226,75.0,424209.39793157764,23567.188773976537,5656.125305754368
535,pylot,12.996200707454474,0,10,1,3.0714302709508283,63.85443037974684,588373.29120803,32687.405067112777,9214.290812852485
536,pylot,31.34980988593156,37,19,1,4.046066748091999,53.160621761658035,645274.2720532214,35848.57066962341,12138.200244275995
537,pylot,10.011658408627222,0,11,1,6.062467722509469,126.14201183431952,2294195.6255939086,127455.31253299493,18187.403167528406
538,PythonRobotics,15.408525754884547,6,6,1,1.4495284590245228,57.03333333333333,248014.31933909585,13778.573296616436,4348.585377073568
539,PythonRobotics,12.895871536898449,7,6,1,11.56263508111717,114.32055749128921,3965540.6656249585,220307.81475694213,34687.90524335151
540,PythonRobotics,0.0,3,3,1,0.03951214079875328,4.55,539.3407219029823,29.96337343905457,118.53642239625984
541,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
542,PythonRobotics,11.842105263157896,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
543,PythonRobotics,1.0602759622367466,9,8,1,3.950637110333697,110.22527472527472,1306380.1824791916,72576.67680439953,11851.91133100109
544,PythonRobotics,20.390482001220256,23,8,1,3.4189061585420943,67.87931034482759,696218.9765265634,38678.83202925352,10256.718475626283
545,l5kit,0.0,1,1,0,1.3836931018885534,32.266666666666666,133941.49226281198,7441.1940146006655,4151.07930566566
546,l5kit,20.164960182025027,13,10,1,0.9007774211661519,25.27777777777778,68308.95443843318,3794.941913246288,2702.3322634984556
547,PythonRobotics,15.5256130128672,17,4,1,3.579352470680374,89.50381679389312,961097.1233296347,53394.284629424146,10738.057412041122
548,CVPR2023-3D-Occupancy-Prediction,9.788430637386181,36,8,0,2.477841942787192,48.21818181818182,358431.09994208906,19912.838885671616,7433.525828361576
549,CVPR2023-3D-Occupancy-Prediction,7.534076827757125,2,0,0,2.693170195294983,14.694148936170212,118721.53188035729,6595.64066001985,8079.510585884949
550,PythonRobotics,13.165588730397802,23,4,1,4.815440088603504,108.0,1560202.5887075353,86677.92159486307,14446.320265810511
551,pylot,13.365125947664465,17,11,1,2.4873614676770037,44.05035971223021,328707.5021565387,18261.527897585485,7462.084403031012
552,l5kit,32.10526315789474,0,4,1,0.20517132067779864,13.886363636363635,8547.250700054656,474.84726111414756,615.513962033396
553,PythonRobotics,4.844540853217643,9,7,0,1.3812618252493583,29.464285714285715,122093.67919614863,6782.982177563813,4143.7854757480745
554,l5kit,48.28321279025504,18,10,1,2.2085012183420267,74.33980582524272,492538.6552090747,27363.258622726375,6625.50365502608
555,l5kit,30.49317481285777,6,11,1,1.112349515154449,22.044444444444444,73563.38126888088,4086.854514937827,3337.0485454633467
556,MotionPlanning,24.92834928959083,34,14,1,6.897378993742979,91.13692946058092,1885817.8284469394,104767.65713594107,20692.136981228938
557,PythonRobotics,7.90258449304175,18,9,1,3.664409181122857,49.96026490066225,549224.5601799504,30512.475565552802,10993.227543368572
558,PythonRobotics,28.12281926029309,9,8,1,1.68152446156348,40.0,201782.9353876176,11210.163077089866,5044.5733846904395
559,l5kit,20.895878008101025,5,15,1,0.9014406469893258,30.983870967741936,83790.36207418524,4655.0201152325135,2704.3219409679773
560,l5kit,49.32371505861136,0,3,0,0.21024361672532071,18.136363636363637,11439.16405546404,635.5091141924466,630.7308501759621
561,l5kit,35.21825396825397,1,9,1,0.15358008562199313,13.475000000000001,6208.474961269072,344.91527562605955,460.74025686597935
562,CVPR2023-3D-Occupancy-Prediction,3.0715225976305396,2,0,0,0.8466828600467468,6.7555555555555555,17159.4392969474,953.3021831637444,2540.04858014024
563,PythonRobotics,20.22301064368981,14,6,1,1.6188862915751079,61.638888888888886,299359.0567504303,16631.05870835724,4856.658874725324
564,l5kit,28.903298917149332,16,4,1,4.475562225500465,68.73972602739725,922946.7635984108,51274.82019991171,13426.686676501393
565,pylot,25.468758851186767,12,21,1,3.8716881477361627,62.68361581920904,728074.237273436,40448.568737413116,11615.064443208488
566,PythonRobotics,8.036984352773827,2,6,1,0.7183206152675401,32.57142857142857,70190.1858347139,3899.454768595217,2154.9618458026202
567,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
568,pylot,43.08979199052484,11,8,1,2.328056530790425,65.390625,456699.2147511529,25372.17859728627,6984.169592371275
569,l5kit,10.383747178329571,0,9,1,2.038794554572741,81.1875,496573.89869812323,27587.4388165624,6116.383663718223
570,l5kit,34.60980412477977,32,20,1,5.262673285346666,78.9099099099099,1245831.2244959848,69212.84580533249,15788.019856039999
571,PythonRobotics,18.625678119349004,13,5,1,2.9815680271874334,88.13385826771655,788331.2817710775,43796.18232061542,8944.7040815623
572,PythonRobotics,9.83649104593823,29,16,1,4.275463562147329,75.98795180722891,974651.1573420435,54147.28651900242,12826.390686441988
573,CVPR2023-3D-Occupancy-Prediction,30.974358974358974,2,0,0,0.29448002125043404,6.787878787878788,5996.684069099749,333.14911494998603,883.4400637513022
574,l5kit,43.45786272806255,1,2,1,1.6256762588540081,39.651162790697676,193379.86195437794,10743.325664132108,4877.028776562024
575,PythonRobotics,33.07510946446615,9,9,1,2.304615568566758,44.083969465648856,304789.8070642678,16932.76705912599,6913.8467057002745
576,PythonRobotics,19.348600508905854,41,8,1,4.531692151531674,89.96644295302013,1223100.6702942704,67950.03723857057,13595.076454595022
577,CVPR2023-3D-Occupancy-Prediction,28.36676217765043,2,0,0,0.0728373831044092,2.4444444444444446,534.1408094323341,29.674489412907448,218.51214931322758
578,pylot,25.333792747006633,16,10,1,3.2798015132386196,65.2247191011236,641772.3972252872,35654.02206807151,9839.404539715859
579,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
580,l5kit,63.377456879261935,2,3,0,0.28714086577172476,10.222222222222221,8805.653216999559,489.20295649997547,861.4225973151744
581,CVPR2023-3D-Occupancy-Prediction,0.0,1,3,1,0.02652230907621928,6.0,477.40156337194696,26.522309076219276,79.56692722865783
582,PythonRobotics,16.584659913169318,6,10,1,1.5332731805063406,44.0,202392.05982683698,11244.003323713165,4599.819541519022
583,l5kit,5.555555555555555,0,5,1,0.3346114765841107,27.95,28057.172311577684,1558.731795087649,1003.8344297523322
584,VoxFormer,33.19788703778951,0,4,0,3.139556724044274,89.61467889908258,844051.1031320498,46891.727951780544,9418.670172132823
585,PythonRobotics,32.88135593220339,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
586,CVPR2023-3D-Occupancy-Prediction,6.890920966688439,21,3,0,0.8420990263729636,34.70408163265306,87672.82006207497,4870.712225670832,2526.297079118891
587,PythonRobotics,8.071135430916552,5,10,1,2.7249287661655397,57.53913043478261,470370.0951056706,26131.671950315034,8174.786298496619
588,CVPR2023-3D-Occupancy-Prediction,26.869806094182824,2,0,0,0.08100100417940709,2.4,583.207230091731,32.400401671762836,243.00301253822127
589,l5kit,23.438510280615542,11,6,1,4.9745228222839755,112.22268907563026,1674762.9839544038,93042.38799746688,14923.568466851926
590,CVPR2023-3D-Occupancy-Prediction,36.340852130325814,2,0,0,0.10255690500389554,3.954545454545454,1216.6978275462152,67.5943237525675,307.67071501168664
591,PythonRobotics,10.975609756097562,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
592,CVPR2023-3D-Occupancy-Prediction,19.81883063409278,12,21,1,0.7692088632077109,30.163934426229506,69607.0971296158,3867.060951645322,2307.6265896231325
593,PythonRobotics,0.0,3,3,1,0.03951214079875328,4.55,539.3407219029823,29.96337343905457,118.53642239625984
594,CVPR2023-3D-Occupancy-Prediction,21.453590192644484,2,0,0,1.0628832554794014,13.442622950819672,42863.81653244799,2381.323140691555,3188.649766438204
595,PythonRobotics,7.988165680473373,3,4,1,0.06194763602671887,5.666666666666667,1053.109812454221,58.50610069190116,185.8429080801566
596,MotionPlanning,0.0,2,3,0,1.311329712225091,50.80232558139535,199855.79695504965,11103.099830836092,3933.9891366752736
597,CVPR2023-3D-Occupancy-Prediction,8.529048207663783,2,0,0,0.8532965461243933,10.64406779661017,27247.638862684016,1513.7577145935566,2559.88963837318
598,l5kit,27.31968271536617,0,3,1,0.9091769808468366,32.075471698113205,87486.84155318615,4860.38008628812,2727.53094254051
599,l5kit,17.292521300094666,0,6,1,1.2956842503028856,48.653846153846146,189120.06653459423,10506.670363033012,3887.0527509086564
600,CVPR2023-3D-Occupancy-Prediction,7.783520826999088,2,0,0,0.8732821255234083,12.296296296296296,32214.407297085727,1789.6892942825405,2619.846376570225
601,pylot,0.0,7,2,0,0.365,31.5,34492.5,1916.25,1095.0
602,CVPR2023-3D-Occupancy-Prediction,1.1993517017828201,2,0,0,1.3728554873648764,7.113095238095238,29295.755489304058,1627.5419716280032,4118.566462094629
603,pylot,56.42499263188918,0,4,1,4.005417714510631,167.24519230769232,2009660.5678079037,111647.80932266131,12016.253143531892
604,l5kit,0.0,4,7,1,0.3895065401487094,12.461538461538463,14561.552193251753,808.9751218473197,1168.519620446128
605,PythonRobotics,30.97345132743363,3,3,1,0.06771020681990202,6.666666666666667,1354.2041363980404,75.23356313322446,203.13062045970605
606,PythonRobotics,14.670308232539993,21,6,1,2.510262919819612,46.34615384615385,349023.0944287653,19390.171912709182,7530.788759458836
607,CVPR2023-3D-Occupancy-Prediction,1.4269186270728886,2,0,0,0.8900572806465318,4.282051282051282,11433.812759074677,635.2118199485932,2670.171841939595
608,PythonRobotics,58.66838804869052,3,5,1,1.1142137398974392,49.25471698113207,164640.84724541122,9146.71373585618,3342.641219692318
609,PythonRobotics,0.0,3,4,1,0.07050659577211638,4.666666666666667,987.0923408096293,54.83846337831274,211.51978731634912
610,pylot,37.87234042553192,1,5,1,0.6766058003043424,17.6953125,35918.2532270938,1995.4585126163224,2029.817400913027
611,CVPR2023-3D-Occupancy-Prediction,28.076825878190547,6,11,1,0.949684982043425,48.46153846153846,138069.5858509287,7670.532547273817,2849.054946130275
612,PythonRobotics,44.4249250800868,2,7,1,3.6494918257341364,103.75675675675676,1135978.3069454068,63109.90594141149,10948.47547720241
613,pylot,11.817383669885865,6,7,1,1.8955192143379864,49.49519230769231,281457.2641097534,15636.514672764079,5686.557643013959
614,CVPR2023-3D-Occupancy-Prediction,20.083892617449663,22,24,1,1.0496232432680093,28.323529411764707,89187.10440591996,4954.83913366222,3148.869729804028
615,CVPR2023-3D-Occupancy-Prediction,28.779428168848707,19,19,1,4.933146520145497,77.46835443037975,1146488.2292388778,63693.790513270986,14799.439560436493
616,pylot,18.685787671232877,4,7,1,0.9891847853102019,36.0,106831.9568135018,5935.108711861211,2967.5543559306057
617,pylot,25.493945188017847,0,5,1,0.5793253418844558,52.58620689655172,91393.56686625467,5077.420381458593,1737.9760256533675
618,l5kit,7.7611940298507465,0,4,1,0.571220282184577,29.85185185185185,51155.949715641,2841.9972064245,1713.6608465537308
